hv000,hv001,hv005,hv007,wealth_index
SN8,11.0,960015.0,2023.0,-2.403369894368374
SN8,11.0,960015.0,2023.0,-1.6090017828838217
SN8,11.0,960015.0,2023.0,-2.2923293333324426
SN8,11.0,960015.0,2023.0,-2.9744708247516476
SN8,11.0,960015.0,2023.0,-2.780119506426111
SN8,11.0,960015.0,2023.0,-2.0726829839595315
SN8,11.0,960015.0,2023.0,-1.8982250163481367
SN8,11.0,960015.0,2023.0,-1.6996878721433395
SN8,11.0,960015.0,2023.0,-0.9018589390332683
SN8,11.0,960015.0,2023.0,-2.1882110574309777
SN8,11.0,960015.0,2023.0,-2.3138596151739788
SN8,11.0,960015.0,2023.0,-2.0188559999413997
SN8,11.0,960015.0,2023.0,-0.10758251006880382
SN8,12.0,837117.0,2023.0,-2.0312882436196253
SN8,12.0,837117.0,2023.0,-1.994318778275717
SN8,12.0,837117.0,2023.0,-1.298386552360339
SN8,12.0,837117.0,2023.0,-1.2449066263359494
SN8,12.0,837117.0,2023.0,-1.611600228410708
SN8,12.0,837117.0,2023.0,-1.0984671984363672
SN8,12.0,837117.0,2023.0,0.00476678015983999
SN8,12.0,837117.0,2023.0,-2.3968449182318694
SN8,12.0,837117.0,2023.0,-2.1564095234346263
SN8,12.0,837117.0,2023.0,-2.5448116442653035
SN8,12.0,837117.0,2023.0,-2.3465123572289723
SN8,12.0,837117.0,2023.0,-2.5787580859546138
SN8,12.0,837117.0,2023.0,-2.177896366197144
SN8,12.0,837117.0,2023.0,-1.9845830401988829
SN8,12.0,837117.0,2023.0,-2.192969257867053
SN8,12.0,837117.0,2023.0,-1.7757854341359565
SN8,12.0,837117.0,2023.0,-1.9419679827067633
SN8,12.0,837117.0,2023.0,-2.3888585059019993
SN8,12.0,837117.0,2023.0,-1.3267651148105462
SN8,12.0,837117.0,2023.0,-2.056315578041469
SN8,12.0,837117.0,2023.0,-1.893565801050269
SN8,12.0,837117.0,2023.0,-1.3825826716418104
SN8,13.0,2665642.0,2023.0,-1.8418412720857515
SN8,13.0,2665642.0,2023.0,-2.4194107180033284
SN8,13.0,2665642.0,2023.0,-2.197123066109792
SN8,13.0,2665642.0,2023.0,-2.632850598560568
SN8,13.0,2665642.0,2023.0,-1.9118943356331002
SN8,13.0,2665642.0,2023.0,-2.107183378061294
SN8,13.0,2665642.0,2023.0,-2.366297896896647
SN8,13.0,2665642.0,2023.0,-1.9472093387881844
SN8,13.0,2665642.0,2023.0,-2.0503003813053446
SN8,13.0,2665642.0,2023.0,-2.371664885336605
SN8,13.0,2665642.0,2023.0,-2.3971814933212405
SN8,13.0,2665642.0,2023.0,-1.7252485511638844
SN8,13.0,2665642.0,2023.0,-2.9497964463929387
SN8,13.0,2665642.0,2023.0,-3.1978740869778224
SN8,13.0,2665642.0,2023.0,-2.277462999339287
SN8,13.0,2665642.0,2023.0,-2.015956396801059
SN8,13.0,2665642.0,2023.0,-1.1925983320895033
SN8,13.0,2665642.0,2023.0,-2.041275906762328
SN8,13.0,2665642.0,2023.0,-1.577028304390984
SN8,13.0,2665642.0,2023.0,-1.9524145850333061
SN8,13.0,2665642.0,2023.0,-0.048448893758381434
SN8,13.0,2665642.0,2023.0,-1.7272789780407949
SN8,14.0,1247872.0,2023.0,-1.762860425431778
SN8,14.0,1247872.0,2023.0,-1.72978799044245
SN8,14.0,1247872.0,2023.0,-1.9353070302641895
SN8,14.0,1247872.0,2023.0,-0.9823988774554927
SN8,14.0,1247872.0,2023.0,-2.4461007381009576
SN8,14.0,1247872.0,2023.0,-2.9343846705093806
SN8,14.0,1247872.0,2023.0,-1.5166717129107714
SN8,14.0,1247872.0,2023.0,-1.8796709154270002
SN8,14.0,1247872.0,2023.0,-1.2024058964768924
SN8,14.0,1247872.0,2023.0,-1.5442742282248212
SN8,14.0,1247872.0,2023.0,-1.8096399787610271
SN8,14.0,1247872.0,2023.0,-2.505259697061309
SN8,14.0,1247872.0,2023.0,-2.5626988706601193
SN8,14.0,1247872.0,2023.0,-2.4192351210446583
SN8,14.0,1247872.0,2023.0,-1.961777270557337
SN8,14.0,1247872.0,2023.0,-1.0658248313952772
SN8,14.0,1247872.0,2023.0,-2.40019956440229
SN8,15.0,3565729.0,2023.0,-2.1482683949585515
SN8,15.0,3565729.0,2023.0,-1.936252315893024
SN8,15.0,3565729.0,2023.0,-2.4160961595988066
SN8,15.0,3565729.0,2023.0,-0.07653797248474686
SN8,15.0,3565729.0,2023.0,-2.7450438367867815
SN8,15.0,3565729.0,2023.0,-2.240811068311529
SN8,15.0,3565729.0,2023.0,-2.555231296536174
SN8,15.0,3565729.0,2023.0,-2.662866977736522
SN8,15.0,3565729.0,2023.0,-2.0104374258693225
SN8,15.0,3565729.0,2023.0,-1.1723539744672744
SN8,15.0,3565729.0,2023.0,-2.749220995120761
SN8,15.0,3565729.0,2023.0,-2.5347517780242566
SN8,15.0,3565729.0,2023.0,-1.6964966506684074
SN8,15.0,3565729.0,2023.0,-1.675100996516779
SN8,15.0,3565729.0,2023.0,36.81862175538631
SN8,15.0,3565729.0,2023.0,-0.9998770471150027
SN8,15.0,3565729.0,2023.0,-1.848840881403883
SN8,15.0,3565729.0,2023.0,-2.673602910401162
SN8,15.0,3565729.0,2023.0,-2.837643685621456
SN8,15.0,3565729.0,2023.0,-2.453710779392258
SN8,16.0,3136550.0,2023.0,-2.0381355048580594
SN8,16.0,3136550.0,2023.0,-2.115543159550978
SN8,16.0,3136550.0,2023.0,-2.770049095563424
SN8,16.0,3136550.0,2023.0,-1.8595939914023554
SN8,16.0,3136550.0,2023.0,-2.419851356132495
SN8,16.0,3136550.0,2023.0,-2.5225788416004735
SN8,16.0,3136550.0,2023.0,-0.8940194237530523
SN8,16.0,3136550.0,2023.0,-1.9039233170251282
SN8,16.0,3136550.0,2023.0,-1.9260349888733728
SN8,16.0,3136550.0,2023.0,-2.1837194617954117
SN8,16.0,3136550.0,2023.0,-1.188673189800729
SN8,16.0,3136550.0,2023.0,-2.6891986367765655
SN8,16.0,3136550.0,2023.0,-2.0927218789424225
SN8,16.0,3136550.0,2023.0,-0.9865222932268942
SN8,16.0,3136550.0,2023.0,-2.060191398837437
SN8,16.0,3136550.0,2023.0,-1.7459844773134425
SN8,16.0,3136550.0,2023.0,-1.9485308440953475
SN8,17.0,3070248.0,2023.0,-2.09066411897986
SN8,17.0,3070248.0,2023.0,-2.667327769001915
SN8,17.0,3070248.0,2023.0,-2.8966195044351197
SN8,17.0,3070248.0,2023.0,-1.6922298290126756
SN8,17.0,3070248.0,2023.0,-1.2154341179497197
SN8,17.0,3070248.0,2023.0,-3.2521115387258175
SN8,17.0,3070248.0,2023.0,-2.015400876948891
SN8,17.0,3070248.0,2023.0,-2.225938592903182
SN8,17.0,3070248.0,2023.0,-2.202065495869922
SN8,17.0,3070248.0,2023.0,-2.2756076803690815
SN8,17.0,3070248.0,2023.0,-2.617976406088479
SN8,17.0,3070248.0,2023.0,-2.17042068848065
SN8,17.0,3070248.0,2023.0,-2.3646056862380562
SN8,17.0,3070248.0,2023.0,-1.5496607563637785
SN8,17.0,3070248.0,2023.0,-1.9867995499656328
SN8,17.0,3070248.0,2023.0,-1.2513980528082176
SN8,17.0,3070248.0,2023.0,-2.067616067123986
SN8,17.0,3070248.0,2023.0,-2.772222692414328
SN8,17.0,3070248.0,2023.0,-1.6011962066615801
SN8,17.0,3070248.0,2023.0,-2.386881862523471
SN8,17.0,3070248.0,2023.0,-2.4228601280565956
SN8,17.0,3070248.0,2023.0,-1.1370367057911375
SN8,18.0,4557519.0,2023.0,-2.5426355686229116
SN8,18.0,4557519.0,2023.0,-2.1801876909477698
SN8,18.0,4557519.0,2023.0,-2.427672129704061
SN8,18.0,4557519.0,2023.0,-2.285338020438224
SN8,18.0,4557519.0,2023.0,-1.4031950746840618
SN8,18.0,4557519.0,2023.0,-0.9137670408138251
SN8,18.0,4557519.0,2023.0,-1.9223042924084697
SN8,18.0,4557519.0,2023.0,-2.500527892482103
SN8,18.0,4557519.0,2023.0,-2.913479254044757
SN8,18.0,4557519.0,2023.0,-2.5290482518906625
SN8,18.0,4557519.0,2023.0,-1.6863923602480362
SN8,18.0,4557519.0,2023.0,-2.10651467190221
SN8,18.0,4557519.0,2023.0,-2.4170381590348002
SN8,18.0,4557519.0,2023.0,-2.4115262266337814
SN8,18.0,4557519.0,2023.0,-2.735855599399097
SN8,18.0,4557519.0,2023.0,-2.0937630593944685
SN8,18.0,4557519.0,2023.0,-2.0074840107524436
SN8,18.0,4557519.0,2023.0,-2.235770663794992
SN8,18.0,4557519.0,2023.0,-2.116548007289691
SN8,18.0,4557519.0,2023.0,-1.5415226709527214
SN8,18.0,4557519.0,2023.0,-1.8756211728808494
SN8,18.0,4557519.0,2023.0,-2.351096644590715
SN8,19.0,3312219.0,2023.0,-1.8857536889168853
SN8,19.0,3312219.0,2023.0,-2.725252399445331
SN8,19.0,3312219.0,2023.0,-2.751439816150089
SN8,19.0,3312219.0,2023.0,-2.521271341494037
SN8,19.0,3312219.0,2023.0,-2.3695210871310843
SN8,19.0,3312219.0,2023.0,-2.3400186766359905
SN8,19.0,3312219.0,2023.0,-2.4006659871666827
SN8,19.0,3312219.0,2023.0,-2.2843362950322774
SN8,19.0,3312219.0,2023.0,-2.416172832665578
SN8,19.0,3312219.0,2023.0,-2.6627908203249673
SN8,19.0,3312219.0,2023.0,-2.7576698594041127
SN8,19.0,3312219.0,2023.0,-2.712406444151169
SN8,19.0,3312219.0,2023.0,-2.7447548599399743
SN8,19.0,3312219.0,2023.0,-1.6219395741057787
SN8,19.0,3312219.0,2023.0,-1.92299256119387
SN8,19.0,3312219.0,2023.0,-2.7995686211969493
SN8,19.0,3312219.0,2023.0,-2.5845315339160466
SN8,19.0,3312219.0,2023.0,-2.289205646523873
SN8,19.0,3312219.0,2023.0,-2.467515598696769
SN8,19.0,3312219.0,2023.0,-3.13305433109105
SN8,19.0,3312219.0,2023.0,-2.6450134418900473
SN8,19.0,3312219.0,2023.0,-2.655171402552367
SN8,20.0,1971429.0,2023.0,-2.1381605900012666
SN8,20.0,1971429.0,2023.0,-2.8282525699451684
SN8,20.0,1971429.0,2023.0,-2.0721781244449033
SN8,20.0,1971429.0,2023.0,-2.0765058318579253
SN8,20.0,1971429.0,2023.0,-1.580388679226999
SN8,20.0,1971429.0,2023.0,-1.8241937562625388
SN8,20.0,1971429.0,2023.0,-1.610998040146994
SN8,20.0,1971429.0,2023.0,-2.2412524672829446
SN8,20.0,1971429.0,2023.0,-0.9026767839457319
SN8,20.0,1971429.0,2023.0,-1.377493240873775
SN8,20.0,1971429.0,2023.0,-2.121135580441445
SN8,20.0,1971429.0,2023.0,-2.117544899637958
SN8,20.0,1971429.0,2023.0,-2.2668323310092666
SN8,20.0,1971429.0,2023.0,-2.7111694685615015
SN8,20.0,1971429.0,2023.0,-2.7566595088470836
SN8,20.0,1971429.0,2023.0,-2.211747394003785
SN8,20.0,1971429.0,2023.0,-2.164431049561448
SN8,20.0,1971429.0,2023.0,-2.6266054947576527
SN8,20.0,1971429.0,2023.0,-2.4492892959994004
SN8,21.0,2211132.0,2023.0,-1.804579391249792
SN8,21.0,2211132.0,2023.0,-2.2601560966422687
SN8,21.0,2211132.0,2023.0,-1.765055806379076
SN8,21.0,2211132.0,2023.0,-2.0713054166153544
SN8,21.0,2211132.0,2023.0,-1.6152899840800146
SN8,21.0,2211132.0,2023.0,-0.9080833394763955
SN8,21.0,2211132.0,2023.0,-1.0052381092187748
SN8,21.0,2211132.0,2023.0,-1.642179541728086
SN8,21.0,2211132.0,2023.0,-1.9877114955646042
SN8,21.0,2211132.0,2023.0,-1.7609894554977161
SN8,21.0,2211132.0,2023.0,-2.0690477384611885
SN8,21.0,2211132.0,2023.0,-1.1550830568575028
SN8,21.0,2211132.0,2023.0,-1.221398752343154
SN8,21.0,2211132.0,2023.0,-1.4363730743882108
SN8,21.0,2211132.0,2023.0,-1.538335048088785
SN8,21.0,2211132.0,2023.0,-1.6904591756434884
SN8,21.0,2211132.0,2023.0,-1.6530241278735454
SN8,21.0,2211132.0,2023.0,-0.8995987632374696
SN8,21.0,2211132.0,2023.0,-0.9551717194768747
SN8,21.0,2211132.0,2023.0,-1.8002379948806169
SN8,21.0,2211132.0,2023.0,-1.1670733600284504
SN8,21.0,2211132.0,2023.0,-1.5104886457459263
SN8,22.0,2459372.0,2023.0,-1.503473276008604
SN8,22.0,2459372.0,2023.0,-2.5767266680913106
SN8,22.0,2459372.0,2023.0,-1.5523342247147334
SN8,22.0,2459372.0,2023.0,-2.6299214336503063
SN8,22.0,2459372.0,2023.0,-2.348724757996392
SN8,22.0,2459372.0,2023.0,-1.6664748114456436
SN8,22.0,2459372.0,2023.0,-1.8159028640949493
SN8,22.0,2459372.0,2023.0,-1.3667935711098116
SN8,22.0,2459372.0,2023.0,-1.4326785083664593
SN8,22.0,2459372.0,2023.0,-1.7086407137701074
SN8,22.0,2459372.0,2023.0,-1.9228059563325406
SN8,22.0,2459372.0,2023.0,-1.431478429173935
SN8,22.0,2459372.0,2023.0,-2.169927023914194
SN8,22.0,2459372.0,2023.0,-0.6835222929035238
SN8,22.0,2459372.0,2023.0,-0.446941092142101
SN8,22.0,2459372.0,2023.0,-1.9297888592718149
SN8,22.0,2459372.0,2023.0,-1.5125367847504925
SN8,22.0,2459372.0,2023.0,-1.9625547617461208
SN8,22.0,2459372.0,2023.0,-1.9896683985417882
SN8,22.0,2459372.0,2023.0,-2.473488099271631
SN8,22.0,2459372.0,2023.0,-1.8688111240715155
SN8,22.0,2459372.0,2023.0,-2.4248717265739863
SN8,23.0,2587528.0,2023.0,-1.5296414749774223
SN8,23.0,2587528.0,2023.0,-1.8719288058530348
SN8,23.0,2587528.0,2023.0,-2.1057771762750113
SN8,23.0,2587528.0,2023.0,-2.298723001605215
SN8,23.0,2587528.0,2023.0,-1.14874783146014
SN8,23.0,2587528.0,2023.0,-2.1753353302409235
SN8,23.0,2587528.0,2023.0,-2.2440826847496584
SN8,23.0,2587528.0,2023.0,-1.7567282074279371
SN8,23.0,2587528.0,2023.0,-2.378554282723942
SN8,23.0,2587528.0,2023.0,-1.4261001619081335
SN8,23.0,2587528.0,2023.0,-2.432439784319196
SN8,23.0,2587528.0,2023.0,-2.1868706383440597
SN8,23.0,2587528.0,2023.0,-2.343793552180526
SN8,23.0,2587528.0,2023.0,-1.0306291508630963
SN8,23.0,2587528.0,2023.0,-1.7829687347316743
SN8,23.0,2587528.0,2023.0,-0.5958991064789785
SN8,23.0,2587528.0,2023.0,-1.5247634943541066
SN8,23.0,2587528.0,2023.0,-1.0146487529269586
SN8,23.0,2587528.0,2023.0,-1.7160609860630236
SN8,23.0,2587528.0,2023.0,-2.393859900720185
SN8,23.0,2587528.0,2023.0,-1.2385965340710563
SN8,23.0,2587528.0,2023.0,-2.489697152549996
SN8,24.0,4117156.0,2023.0,-2.18376298621046
SN8,24.0,4117156.0,2023.0,-1.2488306609662438
SN8,24.0,4117156.0,2023.0,-1.954829937722782
SN8,24.0,4117156.0,2023.0,-1.922227497413175
SN8,24.0,4117156.0,2023.0,-0.9928709477113844
SN8,24.0,4117156.0,2023.0,-1.605844221341548
SN8,24.0,4117156.0,2023.0,-1.9917629817787548
SN8,24.0,4117156.0,2023.0,-0.8645704896163084
SN8,24.0,4117156.0,2023.0,-0.7101611866052203
SN8,24.0,4117156.0,2023.0,-1.5618549485860589
SN8,24.0,4117156.0,2023.0,-2.22368306705619
SN8,24.0,4117156.0,2023.0,-1.8507091822128185
SN8,24.0,4117156.0,2023.0,-1.6131839702229318
SN8,24.0,4117156.0,2023.0,-1.204192154710903
SN8,24.0,4117156.0,2023.0,-1.2629283923658323
SN8,24.0,4117156.0,2023.0,-1.6675557147451732
SN8,24.0,4117156.0,2023.0,-1.3898807026304232
SN8,24.0,4117156.0,2023.0,-1.3416040987305542
SN8,24.0,4117156.0,2023.0,-1.699878829932728
SN8,24.0,4117156.0,2023.0,-1.0002871979742887
SN8,24.0,4117156.0,2023.0,-1.4643770737772415
SN8,24.0,4117156.0,2023.0,-1.215672596464814
SN8,25.0,3115686.0,2023.0,-0.308865183728508
SN8,25.0,3115686.0,2023.0,-1.48944518932269
SN8,25.0,3115686.0,2023.0,-1.890522108950186
