hv000,hv001,hv005,hv007,wealth_index
SN8,164.0,750346.0,2023.0,-0.7325136703967355
SN8,164.0,750346.0,2023.0,-1.982837720663008
SN8,164.0,750346.0,2023.0,-1.033145401399726
SN8,164.0,750346.0,2023.0,-1.6602367269244063
SN8,164.0,750346.0,2023.0,-2.188290516458917
SN8,164.0,750346.0,2023.0,-1.0929392485826734
SN8,164.0,750346.0,2023.0,-1.101495579237116
SN8,164.0,750346.0,2023.0,-0.8020512356569409
SN8,164.0,750346.0,2023.0,-1.6022298186263397
SN8,164.0,750346.0,2023.0,-1.6788046795339597
SN8,164.0,750346.0,2023.0,-2.1898964336353863
SN8,164.0,750346.0,2023.0,-0.7635593065796845
SN8,164.0,750346.0,2023.0,-1.0592227921854633
SN8,164.0,750346.0,2023.0,-2.7445060131818186
SN8,164.0,750346.0,2023.0,-1.5567972724796708
SN8,164.0,750346.0,2023.0,-1.6642576839264422
SN8,164.0,750346.0,2023.0,-0.7983667456113076
SN8,164.0,750346.0,2023.0,-2.338169726116173
SN8,164.0,750346.0,2023.0,-2.1161395318415592
SN8,164.0,750346.0,2023.0,-0.9521352429730786
SN8,165.0,768402.0,2023.0,-1.416558831545323
SN8,165.0,768402.0,2023.0,-1.3305516459623792
SN8,165.0,768402.0,2023.0,-1.417065176725387
SN8,165.0,768402.0,2023.0,-1.2143059967744536
SN8,165.0,768402.0,2023.0,-1.2206487692951853
SN8,165.0,768402.0,2023.0,-0.23967647767600983
SN8,165.0,768402.0,2023.0,-0.7153058819870239
SN8,165.0,768402.0,2023.0,-0.6736225533092572
SN8,165.0,768402.0,2023.0,-1.9449002464392304
SN8,165.0,768402.0,2023.0,-0.18472363743279685
SN8,165.0,768402.0,2023.0,-1.9822687858717774
SN8,165.0,768402.0,2023.0,-1.9855836050521536
SN8,165.0,768402.0,2023.0,-0.9716749550862652
SN8,165.0,768402.0,2023.0,-2.557816303400641
SN8,165.0,768402.0,2023.0,-1.338196671928865
SN8,165.0,768402.0,2023.0,-2.55396756731975
SN8,165.0,768402.0,2023.0,-1.7277293992720852
SN8,165.0,768402.0,2023.0,-2.0830168265609745
SN8,165.0,768402.0,2023.0,-2.316791192133593
SN8,165.0,768402.0,2023.0,-0.5209338308467502
SN8,165.0,768402.0,2023.0,-1.9155746104833278
SN8,165.0,768402.0,2023.0,-1.2041788432758667
SN8,166.0,676640.0,2023.0,-1.3678825374690942
SN8,166.0,676640.0,2023.0,-1.313872179283884
SN8,166.0,676640.0,2023.0,-2.076197934365016
SN8,166.0,676640.0,2023.0,-2.1869525827004512
SN8,166.0,676640.0,2023.0,-2.0314169185651663
SN8,166.0,676640.0,2023.0,-1.5585562227722478
SN8,166.0,676640.0,2023.0,-2.071702118688155
SN8,166.0,676640.0,2023.0,-0.6756257953840965
SN8,166.0,676640.0,2023.0,-1.3770985304537984
SN8,166.0,676640.0,2023.0,-1.2143039892423106
SN8,166.0,676640.0,2023.0,-1.0493663844744148
SN8,166.0,676640.0,2023.0,-1.4903365267282347
SN8,166.0,676640.0,2023.0,-1.5645646341221933
SN8,166.0,676640.0,2023.0,-1.212913135274589
SN8,166.0,676640.0,2023.0,-1.8558589505476255
SN8,166.0,676640.0,2023.0,-0.7443955436926597
SN8,166.0,676640.0,2023.0,-2.245605576172857
SN8,166.0,676640.0,2023.0,-2.17363094661208
SN8,166.0,676640.0,2023.0,-1.6837849830020586
SN8,166.0,676640.0,2023.0,-1.4539622915981967
SN8,167.0,484413.0,2023.0,-2.511083858306997
SN8,167.0,484413.0,2023.0,-1.8913449810690912
SN8,167.0,484413.0,2023.0,-2.309991442203336
SN8,167.0,484413.0,2023.0,-1.1596749243628315
SN8,167.0,484413.0,2023.0,-0.7605006015217289
SN8,167.0,484413.0,2023.0,-2.3874769396480113
SN8,167.0,484413.0,2023.0,-2.3712446531888007
SN8,167.0,484413.0,2023.0,-1.6818868433777086
SN8,167.0,484413.0,2023.0,-2.264471412229184
SN8,167.0,484413.0,2023.0,-1.1053241303747519
SN8,167.0,484413.0,2023.0,-2.525820545895087
SN8,167.0,484413.0,2023.0,-1.779095974121329
SN8,167.0,484413.0,2023.0,-1.4261150115489927
SN8,167.0,484413.0,2023.0,-1.7392136502324487
SN8,167.0,484413.0,2023.0,-2.3799623140707644
SN8,167.0,484413.0,2023.0,-1.0935514608136687
SN8,167.0,484413.0,2023.0,-1.2526815476582762
SN8,167.0,484413.0,2023.0,-2.0011670433634925
SN8,167.0,484413.0,2023.0,-1.987871664917539
SN8,167.0,484413.0,2023.0,0.07559669697275737
SN8,168.0,535674.0,2023.0,-0.44969323654449944
SN8,168.0,535674.0,2023.0,-0.49746445442631726
SN8,168.0,535674.0,2023.0,-1.3569727546609112
SN8,168.0,535674.0,2023.0,0.48433538696212725
SN8,168.0,535674.0,2023.0,-1.008061978901589
SN8,168.0,535674.0,2023.0,-1.3187353029914728
SN8,168.0,535674.0,2023.0,-0.11303751281291845
SN8,168.0,535674.0,2023.0,-1.2577764046515023
SN8,168.0,535674.0,2023.0,-0.29898346757623784
SN8,168.0,535674.0,2023.0,-0.6056608839947583
SN8,168.0,535674.0,2023.0,0.4245143524467471
SN8,168.0,535674.0,2023.0,0.7015838585776835
SN8,168.0,535674.0,2023.0,-1.2986229942972352
SN8,168.0,535674.0,2023.0,-0.22340864486591183
SN8,168.0,535674.0,2023.0,-1.6321378528256303
SN8,168.0,535674.0,2023.0,0.8639377199201386
SN8,168.0,535674.0,2023.0,-1.3898347960302084
SN8,168.0,535674.0,2023.0,-1.8207341384713587
SN8,168.0,535674.0,2023.0,-1.493972652481521
SN8,168.0,535674.0,2023.0,-0.15851640969188907
SN8,168.0,535674.0,2023.0,-0.2488103573388935
SN8,169.0,948767.0,2023.0,-0.8681481070890749
SN8,169.0,948767.0,2023.0,-0.7849519434877107
SN8,169.0,948767.0,2023.0,-0.8646011097645379
SN8,169.0,948767.0,2023.0,-1.7238698528241438
SN8,169.0,948767.0,2023.0,-0.9263989904151051
SN8,169.0,948767.0,2023.0,0.5192485867657036
SN8,169.0,948767.0,2023.0,-1.8566503605799891
SN8,169.0,948767.0,2023.0,-1.6141086081771896
SN8,169.0,948767.0,2023.0,-1.6570478708482588
SN8,169.0,948767.0,2023.0,-0.6315988722037644
SN8,169.0,948767.0,2023.0,-2.17719368519008
SN8,169.0,948767.0,2023.0,-1.049689208712189
SN8,169.0,948767.0,2023.0,-1.5770331366230186
SN8,169.0,948767.0,2023.0,-1.7897342658846789
SN8,169.0,948767.0,2023.0,-0.34729529157290845
SN8,169.0,948767.0,2023.0,-1.2195944411757014
SN8,169.0,948767.0,2023.0,-1.3569455302310796
SN8,169.0,948767.0,2023.0,0.5149128301613697
SN8,169.0,948767.0,2023.0,-1.3475744916375614
SN8,169.0,948767.0,2023.0,0.16347113998412566
SN8,170.0,1287567.0,2023.0,1.3228115047857798
SN8,170.0,1287567.0,2023.0,0.07382072883625962
SN8,170.0,1287567.0,2023.0,1.2588269866702613
SN8,170.0,1287567.0,2023.0,-0.8330631255213488
SN8,170.0,1287567.0,2023.0,-0.5593719212510346
SN8,170.0,1287567.0,2023.0,-0.07537618092501136
SN8,170.0,1287567.0,2023.0,0.781734741163152
SN8,170.0,1287567.0,2023.0,-0.0909354037343281
SN8,170.0,1287567.0,2023.0,1.9521819894246635
SN8,170.0,1287567.0,2023.0,-1.1248140185300366
SN8,170.0,1287567.0,2023.0,0.831472876464727
SN8,170.0,1287567.0,2023.0,-0.0017526859923737773
SN8,170.0,1287567.0,2023.0,0.30410355712408155
SN8,170.0,1287567.0,2023.0,0.030617560981794634
SN8,170.0,1287567.0,2023.0,0.5934799684831029
SN8,170.0,1287567.0,2023.0,0.5390793869471843
SN8,170.0,1287567.0,2023.0,0.281599861636882
SN8,170.0,1287567.0,2023.0,0.06525216197186204
SN8,170.0,1287567.0,2023.0,0.3095521743994521
SN8,170.0,1287567.0,2023.0,-0.8080091312620633
SN8,170.0,1287567.0,2023.0,0.1698031515829051
SN8,171.0,1188985.0,2023.0,0.5757511767310722
SN8,171.0,1188985.0,2023.0,0.3386705163586814
SN8,171.0,1188985.0,2023.0,1.2635363972569988
SN8,171.0,1188985.0,2023.0,1.1484116890910592
SN8,171.0,1188985.0,2023.0,-0.09090850506610051
SN8,171.0,1188985.0,2023.0,0.8048583386382386
SN8,171.0,1188985.0,2023.0,0.5963802446090326
SN8,171.0,1188985.0,2023.0,0.22756022928938996
SN8,171.0,1188985.0,2023.0,-0.47169048284531323
SN8,171.0,1188985.0,2023.0,-0.369530849772541
SN8,171.0,1188985.0,2023.0,1.0963290697173438
SN8,171.0,1188985.0,2023.0,0.2868299199001267
SN8,171.0,1188985.0,2023.0,-0.616220317839111
SN8,171.0,1188985.0,2023.0,0.4760662073785633
SN8,171.0,1188985.0,2023.0,-0.10472318976891151
SN8,171.0,1188985.0,2023.0,0.5401540324247339
SN8,171.0,1188985.0,2023.0,-0.415198314381297
SN8,171.0,1188985.0,2023.0,0.21609699122125814
SN8,171.0,1188985.0,2023.0,0.0716892908974099
SN8,171.0,1188985.0,2023.0,0.05105582368994221
SN8,171.0,1188985.0,2023.0,0.615185059640256
SN8,172.0,1220826.0,2023.0,-0.32443526745209006
SN8,172.0,1220826.0,2023.0,0.46370835075997285
SN8,172.0,1220826.0,2023.0,0.8333234614393867
SN8,172.0,1220826.0,2023.0,0.1614673177213602
SN8,172.0,1220826.0,2023.0,0.09404847691085363
SN8,172.0,1220826.0,2023.0,0.5017293226064328
SN8,172.0,1220826.0,2023.0,0.7917117852501269
SN8,172.0,1220826.0,2023.0,0.5171566723310058
SN8,172.0,1220826.0,2023.0,0.2997832486537199
SN8,172.0,1220826.0,2023.0,1.0592950557762855
SN8,172.0,1220826.0,2023.0,-0.4938102328832356
SN8,172.0,1220826.0,2023.0,-0.7509578366631237
SN8,172.0,1220826.0,2023.0,0.9325721285080104
SN8,172.0,1220826.0,2023.0,0.5456222747640587
SN8,172.0,1220826.0,2023.0,0.8471298442442615
SN8,172.0,1220826.0,2023.0,0.5604936096757565
SN8,172.0,1220826.0,2023.0,0.6238722745495995
SN8,172.0,1220826.0,2023.0,0.7419750758806872
SN8,172.0,1220826.0,2023.0,0.17791931974720476
SN8,172.0,1220826.0,2023.0,0.8516168178064544
SN8,172.0,1220826.0,2023.0,-0.5429923334921227
SN8,172.0,1220826.0,2023.0,1.2327858001954182
SN8,173.0,1238038.0,2023.0,0.07879220280423849
SN8,173.0,1238038.0,2023.0,0.8229941352638723
SN8,173.0,1238038.0,2023.0,0.8060837686633342
SN8,173.0,1238038.0,2023.0,1.0276650039567379
SN8,173.0,1238038.0,2023.0,0.5208510803304781
SN8,173.0,1238038.0,2023.0,0.8937726398959118
SN8,173.0,1238038.0,2023.0,0.45918620062271504
SN8,173.0,1238038.0,2023.0,-0.06316949857469174
SN8,173.0,1238038.0,2023.0,1.3477563898296208
SN8,173.0,1238038.0,2023.0,0.062064813943281325
SN8,173.0,1238038.0,2023.0,0.9221314312879968
SN8,173.0,1238038.0,2023.0,0.9349687842957842
SN8,173.0,1238038.0,2023.0,-0.16816733850135684
SN8,173.0,1238038.0,2023.0,1.1929495534158634
SN8,173.0,1238038.0,2023.0,0.5447062534883206
SN8,173.0,1238038.0,2023.0,0.9377908444743674
SN8,173.0,1238038.0,2023.0,1.2057280696686214
SN8,173.0,1238038.0,2023.0,-0.11733695736202873
SN8,173.0,1238038.0,2023.0,0.23500789236579542
SN8,173.0,1238038.0,2023.0,-0.5820902817456971
SN8,173.0,1238038.0,2023.0,0.8771258502628114
SN8,173.0,1238038.0,2023.0,0.020729916185966882
SN8,174.0,1372888.0,2023.0,-0.29260657417800945
SN8,174.0,1372888.0,2023.0,0.005093855377930542
SN8,174.0,1372888.0,2023.0,-0.24342667800537893
SN8,174.0,1372888.0,2023.0,-0.6054370779378118
SN8,174.0,1372888.0,2023.0,-0.7218394900306794
SN8,174.0,1372888.0,2023.0,-1.064966831268371
SN8,174.0,1372888.0,2023.0,1.2077453585877087
SN8,174.0,1372888.0,2023.0,0.33891785942876207
SN8,174.0,1372888.0,2023.0,-0.00030809336300705037
SN8,174.0,1372888.0,2023.0,0.23764506231691138
SN8,174.0,1372888.0,2023.0,-0.08008703519645267
SN8,174.0,1372888.0,2023.0,-1.5048321027532992
SN8,174.0,1372888.0,2023.0,-0.6891075995944608
SN8,174.0,1372888.0,2023.0,-1.1467776428559306
SN8,174.0,1372888.0,2023.0,0.036946146935834256
SN8,174.0,1372888.0,2023.0,-0.8950706016647324
SN8,174.0,1372888.0,2023.0,-0.7034191076993295
SN8,174.0,1372888.0,2023.0,0.7996083873064548
SN8,174.0,1372888.0,2023.0,-1.6700117756936874
SN8,175.0,1200695.0,2023.0,0.4398641608839166
SN8,175.0,1200695.0,2023.0,0.3965477464273798
SN8,175.0,1200695.0,2023.0,2.011539473875211
SN8,175.0,1200695.0,2023.0,0.4914252230716467
SN8,175.0,1200695.0,2023.0,1.371585008371425
SN8,175.0,1200695.0,2023.0,-2.3269362911644786
SN8,175.0,1200695.0,2023.0,0.6490659682425136
SN8,175.0,1200695.0,2023.0,1.6634627641724724
SN8,175.0,1200695.0,2023.0,-1.2075261963846764
SN8,175.0,1200695.0,2023.0,-2.4247083183291163
SN8,175.0,1200695.0,2023.0,-1.336930496580795
SN8,175.0,1200695.0,2023.0,-1.5166551265482238
SN8,175.0,1200695.0,2023.0,-0.20401721217271132
SN8,175.0,1200695.0,2023.0,0.3875974983670605
SN8,175.0,1200695.0,2023.0,-0.48151224340776505
SN8,175.0,1200695.0,2023.0,-0.9629260907679053
SN8,175.0,1200695.0,2023.0,-1.2842698369237542
SN8,175.0,1200695.0,2023.0,-0.4237111152230319
SN8,175.0,1200695.0,2023.0,1.4106629021542632
SN8,175.0,1200695.0,2023.0,0.4162851878122268
SN8,175.0,1200695.0,2023.0,-0.12612697239467802
SN8,176.0,1372223.0,2023.0,0.31374185647940256
SN8,176.0,1372223.0,2023.0,0.8921446509352573
SN8,176.0,1372223.0,2023.0,0.5502735182533887
SN8,176.0,1372223.0,2023.0,1.5599392303219992
SN8,176.0,1372223.0,2023.0,0.08977925689588345
SN8,176.0,1372223.0,2023.0,0.5254910415024886
SN8,176.0,1372223.0,2023.0,1.0017947190238083
SN8,176.0,1372223.0,2023.0,-0.23805650442853404
SN8,176.0,1372223.0,2023.0,0.5653261090822562
SN8,176.0,1372223.0,2023.0,0.7903999132436605
SN8,176.0,1372223.0,2023.0,-0.5099654834969302
SN8,176.0,1372223.0,2023.0,0.8186573242384525
SN8,176.0,1372223.0,2023.0,1.224866515129392
SN8,176.0,1372223.0,2023.0,0.8167498502365179
SN8,176.0,1372223.0,2023.0,0.5363643077213396
SN8,176.0,1372223.0,2023.0,0.3335119624282182
SN8,176.0,1372223.0,2023.0,1.234413400752365
SN8,176.0,1372223.0,2023.0,0.7550334107866508
SN8,176.0,1372223.0,2023.0,1.0161327746395243
SN8,176.0,1372223.0,2023.0,0.5590722317081385
SN8,176.0,1372223.0,2023.0,0.9968081288235595
SN8,177.0,1393155.0,2023.0,0.6897624572252568
SN8,177.0,1393155.0,2023.0,0.08264307091480094
SN8,177.0,1393155.0,2023.0,-0.09424785223594458
SN8,177.0,1393155.0,2023.0,0.05058418705880649
SN8,177.0,1393155.0,2023.0,0.3506084055888765
SN8,177.0,1393155.0,2023.0,-0.2749426351509679
SN8,177.0,1393155.0,2023.0,0.9230774484068963
SN8,177.0,1393155.0,2023.0,-0.009860396970622805
SN8,177.0,1393155.0,2023.0,1.2098389768657596
SN8,177.0,1393155.0,2023.0,0.8281052903105162
SN8,177.0,1393155.0,2023.0,0.6485362726549355
SN8,177.0,1393155.0,2023.0,0.8446628475806665
SN8,177.0,1393155.0,2023.0,0.8866489634575249
SN8,177.0,1393155.0,2023.0,0.9055980360036262
SN8,177.0,1393155.0,2023.0,0.2885503540096853
SN8,177.0,1393155.0,2023.0,1.077330556225173
SN8,177.0,1393155.0,2023.0,0.2297447035997618
SN8,177.0,1393155.0,2023.0,-0.5536996608816176
SN8,177.0,1393155.0,2023.0,0.6860597059973568
SN8,177.0,1393155.0,2023.0,0.6112454189754221
SN8,177.0,1393155.0,2023.0,0.1596723383818605
SN8,177.0,1393155.0,2023.0,0.6948374868231602
SN8,178.0,1438465.0,2023.0,0.26848158065920197
SN8,178.0,1438465.0,2023.0,-0.3590056478841709
SN8,178.0,1438465.0,2023.0,0.42579675232689135
SN8,178.0,1438465.0,2023.0,-0.09446393328635984
SN8,178.0,1438465.0,2023.0,0.3030481731975566
SN8,178.0,1438465.0,2023.0,1.822003713395539
SN8,178.0,1438465.0,2023.0,0.2799213041395444
SN8,178.0,1438465.0,2023.0,2.4980692663152237
SN8,178.0,1438465.0,2023.0,0.5392457571251379
SN8,178.0,1438465.0,2023.0,1.2154717851688888
SN8,178.0,1438465.0,2023.0,0.5941074817887262
SN8,178.0,1438465.0,2023.0,-0.20374387905861935
SN8,178.0,1438465.0,2023.0,-0.11163734172572931
SN8,178.0,1438465.0,2023.0,0.6946185514946667
SN8,178.0,1438465.0,2023.0,-0.3856485021731956
SN8,178.0,1438465.0,2023.0,-0.10707786245810083
SN8,178.0,1438465.0,2023.0,0.06278196894734611
SN8,178.0,1438465.0,2023.0,0.33121677012808554
SN8,178.0,1438465.0,2023.0,0.61788858126947
SN8,178.0,1438465.0,2023.0,-0.5441095110027502
SN8,178.0,1438465.0,2023.0,0.6029728786203239
SN8,178.0,1438465.0,2023.0,0.46492932286315425
SN8,179.0,1469000.0,2023.0,-1.4995110732304175
SN8,179.0,1469000.0,2023.0,-1.0611390643309329
SN8,179.0,1469000.0,2023.0,-1.402640796343476
SN8,179.0,1469000.0,2023.0,-1.3847949460022118
SN8,179.0,1469000.0,2023.0,0.21704505281764724
SN8,179.0,1469000.0,2023.0,-0.5338567014243075
SN8,179.0,1469000.0,2023.0,-0.9296492433255922
SN8,179.0,1469000.0,2023.0,-2.0683814924813615
SN8,179.0,1469000.0,2023.0,-0.5707842012691599
SN8,179.0,1469000.0,2023.0,0.27767802928161334
SN8,179.0,1469000.0,2023.0,0.9101425553837568
SN8,179.0,1469000.0,2023.0,0.9009954874189077
SN8,179.0,1469000.0,2023.0,0.16047995089504496
SN8,179.0,1469000.0,2023.0,0.25568113983995744
SN8,179.0,1469000.0,2023.0,0.5623481137730043
SN8,179.0,1469000.0,2023.0,-0.3272604948466581
SN8,179.0,1469000.0,2023.0,-0.5658314469511048
SN8,179.0,1469000.0,2023.0,1.1632661244518334
SN8,179.0,1469000.0,2023.0,-0.48726897543945075
SN8,179.0,1469000.0,2023.0,-0.2548264657199849
SN8,180.0,1709031.0,2023.0,-0.25205016498238625
SN8,180.0,1709031.0,2023.0,-0.40919147969336345
SN8,180.0,1709031.0,2023.0,-0.43372279908065586
SN8,180.0,1709031.0,2023.0,0.4170702398568896
SN8,180.0,1709031.0,2023.0,-0.5546862516923119
SN8,180.0,1709031.0,2023.0,-0.4943482845614529
SN8,180.0,1709031.0,2023.0,-1.4658584372754877
SN8,180.0,1709031.0,2023.0,-1.0648349697266948
SN8,180.0,1709031.0,2023.0,-0.39913505872820815
SN8,180.0,1709031.0,2023.0,-1.3325428370748713
SN8,180.0,1709031.0,2023.0,-0.5579753610905203
SN8,180.0,1709031.0,2023.0,-0.5208209998073448
SN8,180.0,1709031.0,2023.0,0.8194828575725257
SN8,180.0,1709031.0,2023.0,-0.43691515907004347
SN8,180.0,1709031.0,2023.0,-1.1719474101059861
SN8,180.0,1709031.0,2023.0,-0.229094747108431
SN8,180.0,1709031.0,2023.0,0.5137583583463794
SN8,180.0,1709031.0,2023.0,-0.8306769541683672
SN8,180.0,1709031.0,2023.0,0.49744316943197725
SN8,180.0,1709031.0,2023.0,-1.3674114141173626
SN8,180.0,1709031.0,2023.0,-1.4890866774680604
SN8,180.0,1709031.0,2023.0,-0.35182349969658333
SN8,181.0,1136018.0,2023.0,-0.8695671066298907
SN8,181.0,1136018.0,2023.0,0.14777623521661165
SN8,181.0,1136018.0,2023.0,-0.2883587103556111
SN8,181.0,1136018.0,2023.0,-1.0098872216774686
SN8,181.0,1136018.0,2023.0,0.8104799860987705
SN8,181.0,1136018.0,2023.0,-0.10829457925501187
SN8,181.0,1136018.0,2023.0,-1.5299532647961118
SN8,181.0,1136018.0,2023.0,-0.6004574956277785
SN8,181.0,1136018.0,2023.0,0.1718266827108179
SN8,181.0,1136018.0,2023.0,-0.10345698529037807
SN8,181.0,1136018.0,2023.0,0.4143102501009006
SN8,181.0,1136018.0,2023.0,1.2615806451145197
SN8,181.0,1136018.0,2023.0,-1.4066569633898223
SN8,181.0,1136018.0,2023.0,0.1317296652481621
SN8,181.0,1136018.0,2023.0,-0.522577339886477
SN8,181.0,1136018.0,2023.0,-1.878258757220176
SN8,181.0,1136018.0,2023.0,-0.10446185492939387
SN8,181.0,1136018.0,2023.0,-0.19251632874363556
SN8,181.0,1136018.0,2023.0,-1.0946014865992564
SN8,182.0,1416408.0,2023.0,-1.0301988106137743
SN8,182.0,1416408.0,2023.0,-2.1792194769257285
SN8,182.0,1416408.0,2023.0,-1.015552710647727
SN8,182.0,1416408.0,2023.0,-1.457576503753662
SN8,182.0,1416408.0,2023.0,-1.5572856974014027
SN8,182.0,1416408.0,2023.0,-1.167802431911667
SN8,182.0,1416408.0,2023.0,-1.4603878648802442
SN8,182.0,1416408.0,2023.0,-1.75094852726392
SN8,182.0,1416408.0,2023.0,-1.9662710165867974
SN8,182.0,1416408.0,2023.0,-2.091220405648107
SN8,182.0,1416408.0,2023.0,-1.0831829294673743
SN8,182.0,1416408.0,2023.0,-1.8860921550061873
SN8,182.0,1416408.0,2023.0,-2.371349886445299
SN8,182.0,1416408.0,2023.0,-2.0245535934898813
SN8,182.0,1416408.0,2023.0,-2.0924705726773865
SN8,182.0,1416408.0,2023.0,-2.3112855534986374
SN8,182.0,1416408.0,2023.0,-1.394508448826939
SN8,182.0,1416408.0,2023.0,-1.2716390606265178
SN8,182.0,1416408.0,2023.0,-1.6989008180433423
SN8,183.0,1144096.0,2023.0,-1.854840251673837
SN8,183.0,1144096.0,2023.0,-1.6319055143148893
SN8,183.0,1144096.0,2023.0,-1.3749381901600324
SN8,183.0,1144096.0,2023.0,-1.4266303822720707
SN8,183.0,1144096.0,2023.0,-0.4481236199796743
SN8,183.0,1144096.0,2023.0,-0.6913609377109721
SN8,183.0,1144096.0,2023.0,-1.4820369574944998
SN8,183.0,1144096.0,2023.0,-1.549403422615925
SN8,183.0,1144096.0,2023.0,-0.8416115452037438
SN8,183.0,1144096.0,2023.0,-0.3860026479415188
SN8,183.0,1144096.0,2023.0,-0.4271913168712921
SN8,183.0,1144096.0,2023.0,-0.4952865636830221
SN8,183.0,1144096.0,2023.0,-1.7957951098121083
SN8,183.0,1144096.0,2023.0,-0.3614061170167952
SN8,183.0,1144096.0,2023.0,-0.10664015207133448
SN8,183.0,1144096.0,2023.0,-1.3860272282833193
SN8,183.0,1144096.0,2023.0,-1.1663705337527697
SN8,183.0,1144096.0,2023.0,-0.10905537605142568
SN8,183.0,1144096.0,2023.0,-1.7319077519293893
SN8,183.0,1144096.0,2023.0,-2.1269044762865907
SN8,184.0,1100245.0,2023.0,-0.5705117263252552
SN8,184.0,1100245.0,2023.0,-1.588458068498272
SN8,184.0,1100245.0,2023.0,-1.1349372576760022
SN8,184.0,1100245.0,2023.0,-1.4317006026882626
SN8,184.0,1100245.0,2023.0,-0.926968443785813
SN8,184.0,1100245.0,2023.0,-1.692362664109695
SN8,184.0,1100245.0,2023.0,-1.7609948388079049
SN8,184.0,1100245.0,2023.0,-1.0704106527266923
SN8,184.0,1100245.0,2023.0,-0.5007756939483369
SN8,184.0,1100245.0,2023.0,-2.1034430742236845
SN8,184.0,1100245.0,2023.0,-1.3239687001980351
SN8,184.0,1100245.0,2023.0,-2.0594199836433518
SN8,184.0,1100245.0,2023.0,-2.4582716976121852
SN8,184.0,1100245.0,2023.0,-1.5253231407598602
SN8,184.0,1100245.0,2023.0,-1.6081621391206165
SN8,184.0,1100245.0,2023.0,-2.071230340878716
SN8,184.0,1100245.0,2023.0,-1.103819718777146
SN8,184.0,1100245.0,2023.0,-1.6206324177621392
SN8,184.0,1100245.0,2023.0,-2.2956949460193594
SN8,184.0,1100245.0,2023.0,-1.5431095072127037
SN8,184.0,1100245.0,2023.0,-2.216010606987965
SN8,184.0,1100245.0,2023.0,-1.8091483252430176
SN8,185.0,1737583.0,2023.0,-0.8575960642228473
SN8,185.0,1737583.0,2023.0,-0.9357680166572367
SN8,185.0,1737583.0,2023.0,0.05642355593862848
SN8,185.0,1737583.0,2023.0,-1.273117693377324
SN8,185.0,1737583.0,2023.0,-0.03355600147748427
SN8,185.0,1737583.0,2023.0,-0.6782608561890748
SN8,185.0,1737583.0,2023.0,-1.8619472199167428
SN8,185.0,1737583.0,2023.0,-0.7770559192787957
SN8,185.0,1737583.0,2023.0,-1.0855815790729346
SN8,185.0,1737583.0,2023.0,-1.4015553290984952
SN8,185.0,1737583.0,2023.0,-1.328167633215061
SN8,185.0,1737583.0,2023.0,-0.04379121984376942
SN8,185.0,1737583.0,2023.0,-0.9200411298563201
SN8,185.0,1737583.0,2023.0,-1.0392975936522508
SN8,185.0,1737583.0,2023.0,-1.384603197798799
SN8,185.0,1737583.0,2023.0,-0.6887523050368094
SN8,185.0,1737583.0,2023.0,-1.069277995115425
SN8,185.0,1737583.0,2023.0,-1.461064644773301
SN8,186.0,955887.0,2023.0,-2.8684245426038237
SN8,186.0,955887.0,2023.0,-2.720852742993447
SN8,186.0,955887.0,2023.0,-1.6664986006604934
SN8,186.0,955887.0,2023.0,-1.703753884868153
SN8,186.0,955887.0,2023.0,-1.3865354758139763
SN8,186.0,955887.0,2023.0,-2.0621445412567954
SN8,186.0,955887.0,2023.0,-2.550552863971426
SN8,186.0,955887.0,2023.0,-1.6197788409461924
SN8,186.0,955887.0,2023.0,-1.1994796618708146
SN8,186.0,955887.0,2023.0,-0.970982135925828
SN8,186.0,955887.0,2023.0,-3.027215893486618
SN8,186.0,955887.0,2023.0,-1.6319641543031154
SN8,186.0,955887.0,2023.0,-2.81162204058461
SN8,186.0,955887.0,2023.0,-2.51615941184114
SN8,186.0,955887.0,2023.0,-2.806960596924376
SN8,186.0,955887.0,2023.0,-2.648235958759004
SN8,186.0,955887.0,2023.0,-2.043669954803593
SN8,186.0,955887.0,2023.0,-1.5643553917844726
SN8,186.0,955887.0,2023.0,-2.6814606534837018
SN8,186.0,955887.0,2023.0,-1.285440263672969
SN8,186.0,955887.0,2023.0,-1.8266520294731725
SN8,187.0,1036770.0,2023.0,-1.8678572444898045
SN8,187.0,1036770.0,2023.0,-1.6958209905973587
SN8,187.0,1036770.0,2023.0,-1.1814760453174973
SN8,187.0,1036770.0,2023.0,-2.502302032951901
SN8,187.0,1036770.0,2023.0,-2.4304338613212075
SN8,187.0,1036770.0,2023.0,-2.0354694376816496
SN8,187.0,1036770.0,2023.0,-2.662315394171593
SN8,187.0,1036770.0,2023.0,-2.339350981584111
SN8,187.0,1036770.0,2023.0,-2.572851540302445
SN8,187.0,1036770.0,2023.0,-2.549468003298528
SN8,187.0,1036770.0,2023.0,-1.357576111301674
SN8,187.0,1036770.0,2023.0,-2.8642090148743122
SN8,187.0,1036770.0,2023.0,-2.7898167367016544
SN8,187.0,1036770.0,2023.0,-1.3957429605715492
SN8,187.0,1036770.0,2023.0,-2.4760403223999923
SN8,187.0,1036770.0,2023.0,-1.9042163121191866
SN8,187.0,1036770.0,2023.0,-1.5800121957227353
SN8,187.0,1036770.0,2023.0,-2.4448603992583404
SN8,187.0,1036770.0,2023.0,-2.3824422694916554
SN8,187.0,1036770.0,2023.0,-2.334400082861959
