threshold,percent_cells_labelled,num_cells_labelled,spatial_autocorr,confidence_interval,year
20.0,8.001009591115599,634,"{'I': np.float64(0.9030841536243411), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.43184496620734053), 'upper': np.float64(0.4482496693690405), 'width': np.float64(0.01640470316169995)}",2018
21.05263157894737,7.874810701665826,624,"{'I': np.float64(0.9036143162733397), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.43170845384243256), 'upper': np.float64(0.44815121438476174), 'width': np.float64(0.016442760542329182)}",2018
22.105263157894736,7.723372034326098,612,"{'I': np.float64(0.8990451134509041), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.431773090282755), 'upper': np.float64(0.44837913018486364), 'width': np.float64(0.016606039902108627)}",2018
23.157894736842106,7.584553255931348,601,"{'I': np.float64(0.9012579510397312), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.4316930236229905), 'upper': np.float64(0.4485438465447357), 'width': np.float64(0.016850822921745223)}",2018
24.210526315789473,7.483594144371529,593,"{'I': np.float64(0.8976924107619062), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.4310461659533132), 'upper': np.float64(0.4479992464166735), 'width': np.float64(0.016953080463360304)}",2018
25.263157894736842,7.370015143866734,584,"{'I': np.float64(0.8902095077760254), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.4308268579132717), 'upper': np.float64(0.44786881906530496), 'width': np.float64(0.01704196115203327)}",2018
26.315789473684212,7.256436143361938,575,"{'I': np.float64(0.9008382658354731), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.43024079390041947), 'upper': np.float64(0.4472390599457472), 'width': np.float64(0.016998266045327726)}",2018
27.36842105263158,7.1554770318021195,567,"{'I': np.float64(0.9008237131780054), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.4299390318700993), 'upper': np.float64(0.4471039202174669), 'width': np.float64(0.017164888347367624)}",2018
28.421052631578945,7.029278142352348,557,"{'I': np.float64(0.8909908632409236), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.4290403239513479), 'upper': np.float64(0.44635517455912904), 'width': np.float64(0.01731485060778115)}",2018
29.473684210526315,6.852599697122665,543,"{'I': np.float64(0.8947895322841818), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.42925912809279476), 'upper': np.float64(0.4468199957986112), 'width': np.float64(0.01756086770581644)}",2018
30.526315789473685,6.701161029782939,531,"{'I': np.float64(0.8940218579042426), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.43009453818599297), 'upper': np.float64(0.4478894695398715), 'width': np.float64(0.01779493135387855)}",2018
31.57894736842105,6.562342251388189,520,"{'I': np.float64(0.8991556549736428), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.4296445543490208), 'upper': np.float64(0.4475605725337123), 'width': np.float64(0.017916018184691462)}",2018
32.631578947368425,6.448763250883392,511,"{'I': np.float64(0.9057511807594693), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.4283308396465731), 'upper': np.float64(0.4463043503179657), 'width': np.float64(0.017973510671392634)}",2018
33.68421052631579,6.347804139323573,503,"{'I': np.float64(0.9064435059455392), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.4274413699105066), 'upper': np.float64(0.44560340087973743), 'width': np.float64(0.018162030969230858)}",2018
34.73684210526316,6.234225138818778,494,"{'I': np.float64(0.9081402175001856), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.4274504967682868), 'upper': np.float64(0.4457372272134776), 'width': np.float64(0.018286730445190802)}",2018
35.78947368421053,6.145885916203937,487,"{'I': np.float64(0.9072290706669471), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.42779346057804013), 'upper': np.float64(0.4462905491790946), 'width': np.float64(0.01849708860105448)}",2018
36.84210526315789,6.032306915699142,478,"{'I': np.float64(0.9086060062468835), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.4271013346877622), 'upper': np.float64(0.44580725732898335), 'width': np.float64(0.018705922641221173)}",2018
37.89473684210526,5.931347804139324,470,"{'I': np.float64(0.9082724206133157), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.42679173331822867), 'upper': np.float64(0.4457647705142331), 'width': np.float64(0.018973037196004405)}",2018
38.94736842105263,5.805148914689551,460,"{'I': np.float64(0.9124968265594856), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.42624317185455807), 'upper': np.float64(0.44533616225802464), 'width': np.float64(0.01909299040346657)}",2018
40.0,5.71680969207471,453,"{'I': np.float64(0.910443527172549), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.42613739916980986), 'upper': np.float64(0.44547979762015544), 'width': np.float64(0.019342398450345577)}",2018
