,hv009,hv014,hv025,hv201,hv201b,hv204,hv205,hv206,hv207,hv208,hv209,hv210,hv211,hv212,hv213,hv214,hv215,hv216,hv217,hv219,hv220,hv221,hv222,hv223,hv225,hv226,hv227,hv228,hv230a,hv230b,hv232,hv232b,hv232y,hv234a,hv237,hv237a,hv237b,hv237c,hv237d,hv237e,hv237f,hv237x,hv237z,hv238a,hv241,hv243a,hv243b,hv243c,hv243d,hv243e,hv244,hv246,hv246a,hv246b,hv246c,hv246d,hv246e,hv246f,hv246h,hv247,hv252,hv259,hv261,hv262,hv263,hml1,hml2,sh101a,sh134a,sh134b,sh134c,sh151aa,sh151ab,sh151ac,sh151ad,sh151ae,sh151ax,sh155a,sh155b,sh161a,sh162a,sh163a,sh161b,sh161c,sh162c,sh161d,sh161e,sh165,sh177a,sh177b,sh177c,sh177d,sh177e,sh177f,sh177g,sh177h,sh177i,sh177j,sh177k,sh177l,sh177x,sh132d,sh132e,sh132h,sh132j,sh132k,sh132l,sh132m,sh132o,sh132p,sh133c,sh133f,sh133g,sh133h,hv001,hv005,wealth_index
20,-0.8390501312911213,-0.31443497959331146,0,0,1,49,0,1,1,1,1,0,1,0,6,8,11,-0.4560515057537395,2,0,31,1,2,3,0,2,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,23,1,1,4,7,0,1,0,-0.579403851456274,0,0,2,2,1,1,1,1,0,0,0,0,1,0,21,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,2.0,3751585.0,65.74853278407811
21,-1.332313927852444,-0.9163635780284165,0,1,0,49,0,1,1,1,1,1,1,0,7,11,11,-1.216633989263045,1,0,49,0,9,3,0,17,0,2,0,0,1,0,0,3,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,6,14,0,1,0,-0.579403851456274,3,0,1,1,1,0,0,0,0,0,0,0,1,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.0,3751585.0,37.776002828196525
22,-1.332313927852444,-0.9163635780284165,0,0,0,49,0,1,1,0,0,0,0,0,7,11,11,-1.216633989263045,1,0,6,0,9,3,0,17,0,2,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,6,14,0,1,0,-0.579403851456274,6,0,2,2,1,1,1,1,0,0,0,0,1,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3751585.0,32.976797133607214
23,1.2984263204746112,0.8894222172768986,0,0,0,49,0,1,0,1,1,1,0,0,6,11,11,0.304530977755566,4,1,54,0,2,3,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,6,14,0,1,0,-0.579403851456274,0,0,1,1,1,1,1,1,1,0,1,3,1,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,3751585.0,30.486032717665324
24,-1.0034713968115623,-0.9163635780284165,0,0,0,49,0,1,1,1,1,1,0,0,6,11,11,-0.4560515057537395,5,0,41,1,2,3,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,23,1,1,4,7,0,1,0,-0.579403851456274,0,0,2,2,1,1,1,1,1,0,0,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2.0,3751585.0,58.42116756559949
25,-0.3457863347297984,-0.9163635780284165,0,0,0,49,0,1,1,1,1,0,0,0,6,11,11,-0.07576026399908675,4,0,44,1,2,3,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,7,0,0,1,1,6,14,0,1,0,-0.579403851456274,0,1,1,1,1,1,1,1,1,0,0,0,1,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.0,3751585.0,48.77455029689197
26,-0.3457863347297984,-0.9163635780284165,0,0,0,49,0,1,1,1,1,0,0,0,6,11,11,-0.07576026399908675,4,0,68,1,4,3,0,4,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,23,1,0,4,7,0,1,0,-0.579403851456274,0,1,2,2,1,1,1,1,0,0,0,0,1,0,21,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,2.0,3751585.0,67.0761451732634
27,-0.5102076002502394,-0.9163635780284165,0,1,0,49,1,1,0,1,1,1,0,0,6,11,10,-0.8363427475083922,4,1,56,0,2,3,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,1,0,0,0,0,2,0,0,0,1,4,7,0,1,0,-0.579403851456274,0,0,1,1,1,1,1,0,0,0,1,3,1,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,3751585.0,30.911217754382417
28,-0.5102076002502394,0.2874936188417936,0,0,1,49,0,1,1,1,1,0,1,0,6,11,11,-0.4560515057537395,2,1,14,1,2,3,0,2,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,1,4,7,0,1,3,0.5065593529977082,0,1,2,2,1,1,1,1,0,0,0,0,1,0,21,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0,3751585.0,51.97852234873174
29,0.8051625239132882,-0.31443497959331146,0,1,0,49,0,1,0,1,1,1,1,0,6,11,11,-0.07576026399908675,4,0,29,1,2,3,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,4,2,0,1,0,6,14,0,1,0,-0.579403851456274,0,0,1,1,1,1,1,1,1,0,0,0,1,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2.0,3751585.0,48.55401452031989
30,-1.332313927852444,-0.9163635780284165,0,2,0,49,0,0,0,0,0,0,0,0,7,11,8,-1.216633989263045,1,0,23,0,9,12,1,17,0,2,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,6,14,9,1,0,-0.579403851456274,6,0,2,2,1,1,1,1,0,0,0,0,1,0,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3751585.0,13.574349102950613
31,-0.6746288657706803,0.2874936188417936,0,0,0,49,0,1,1,1,1,1,1,0,6,11,11,-0.4560515057537395,4,1,64,0,2,3,0,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,7,0,1,1,-0.579403851456274,0,1,2,2,1,1,0,1,1,0,0,0,1,0,21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2.0,3751585.0,44.7438879148735
32,-0.6746288657706803,-0.31443497959331146,0,1,0,49,0,1,1,1,1,0,0,0,6,11,11,-0.07576026399908675,2,0,40,1,2,3,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,23,0,1,6,14,0,1,0,-0.579403851456274,3,1,1,1,1,1,1,1,1,0,0,0,1,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,3751585.0,46.74837876411556
33,-0.5102076002502394,-0.31443497959331146,0,0,0,49,0,1,1,1,1,0,0,0,6,10,10,-0.4560515057537395,4,1,49,0,2,3,0,2,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,23,1,0,6,14,0,1,0,-0.579403851456274,7,1,2,0,0,0,0,0,0,0,0,0,1,0,21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.0,3751585.0,43.37390214788298
34,-0.8390501312911213,-0.9163635780284165,0,0,0,49,0,1,1,1,1,0,1,0,6,11,11,-0.4560515057537395,5,1,54,0,2,3,0,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,6,14,0,1,2,-0.579403851456274,0,0,2,2,1,1,0,0,0,0,1,3,1,0,21,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,3751585.0,35.22714349975057
35,-0.8390501312911213,-0.9163635780284165,0,0,0,49,0,1,1,1,1,0,0,0,6,10,11,-0.4560515057537395,4,0,47,1,2,3,0,2,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,23,1,0,6,14,0,1,0,-0.579403851456274,1,0,2,2,0,0,0,0,0,0,0,0,1,0,21,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,2.0,3751585.0,56.44745265211599
36,-1.332313927852444,-0.9163635780284165,0,1,0,49,0,1,0,0,0,0,0,0,6,11,11,-1.216633989263045,1,0,4,0,2,3,0,2,0,2,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,6,14,0,1,0,-0.579403851456274,3,0,0,1,0,0,0,0,0,0,1,9,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3751585.0,28.367259517841234
37,-1.332313927852444,-0.9163635780284165,0,0,0,49,0,1,1,1,1,0,0,0,6,10,11,-0.8363427475083922,1,0,23,0,9,3,0,17,0,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,23,1,0,6,14,0,1,0,-0.579403851456274,3,0,2,2,1,0,0,0,0,1,0,0,1,0,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,2.0,3751585.0,53.584309970937134
38,-0.5102076002502394,-0.9163635780284165,0,0,0,49,0,1,0,1,1,0,0,0,6,10,11,0.304530977755566,4,1,47,0,2,3,0,2,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,23,1,0,6,14,0,1,0,-0.579403851456274,1,0,2,2,0,0,0,0,0,0,0,0,1,0,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2.0,3751585.0,45.45435160246965
39,-0.8390501312911213,-0.9163635780284165,0,0,0,49,0,1,0,1,1,0,0,0,6,11,11,-0.4560515057537395,4,1,56,0,2,3,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,23,0,4,4,7,0,1,0,-0.579403851456274,0,1,2,0,1,1,0,0,0,1,0,0,1,0,21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,3751585.0,45.82493062768629
40,-1.1678926623320032,-0.9163635780284165,0,0,1,49,0,1,0,1,1,0,0,0,6,11,9,-0.8363427475083922,2,1,47,0,2,3,1,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,6,14,0,1,0,-0.579403851456274,1,0,1,1,1,1,1,0,0,0,1,3,1,0,21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2.0,3751585.0,36.829594721269494
41,0.8051625239132882,-0.9163635780284165,0,13,0,49,0,1,0,1,1,0,0,0,6,8,11,0.304530977755566,4,0,37,0,2,3,0,2,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,23,1,2,4,7,0,1,0,-0.579403851456274,7,1,1,0,1,1,0,0,0,0,1,2,1,0,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,3751585.0,45.44688862372858
42,-0.5102076002502394,-0.31443497959331146,0,13,0,49,0,1,0,1,1,0,1,0,7,10,11,0.304530977755566,4,0,50,1,0,3,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,23,1,1,6,14,0,1,0,-0.579403851456274,0,0,1,0,1,1,1,1,1,0,1,2,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,3.0,1428023.0,55.93013279227393
43,-1.1678926623320032,-0.9163635780284165,0,1,0,49,0,1,0,1,1,0,0,0,8,10,11,-0.8363427475083922,3,1,58,0,2,3,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,23,1,0,6,14,0,0,0,-0.579403851456274,0,0,2,0,1,0,0,0,0,1,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3.0,1428023.0,47.34944082378587
