timestamp,country_year_list,n_total_data,channels_to_use,backbone,pretrained,mlp_layers,dropout,lr,batch_size,freeze_cnn,weight_decay,num_epochs,test_size,random_state,train_loss_progression,test_loss_progression,best_epoch,best_test_loss,model_name
2025-03-17 20:26:10,"['sg2019', 'sg2023']",1338,"['sentinel_rgb', 'sentinel_ndvi', 'sentinel_built_up', 'sentinel_nir', 'sentinel_swir1', 'sentinel_swir2', 'viirs_nightlights', 'viirs_gradient']",efficientnet_b0,False,[128],0.2,0.0001,8,False,0,10,0.2,42,"[0.017597100779274913, 0.011368276842077758, 0.009594030351003754, 0.010113747687749216, 0.009215434794705884, 0.009496439143005655, 0.00895156150631537, 0.008832373238542926, 0.008349151965056624, 0.00829338720503533]","[21.203879178230608, 11.442096175584219, 18.71326632259254, 29.973713161535006, 45.540886442976266, 5.930381337768023, 10.067530190485266, 33.58570056906971, 19.2577068028631, 26.827062006247466]",6,5.930381337768023,
2025-03-17 20:32:19,"['sg2019', 'sg2023']",1338,"['sentinel_rgb', 'sentinel_ndvi', 'sentinel_built_up', 'sentinel_nir', 'sentinel_swir1', 'sentinel_swir2', 'viirs_nightlights', 'viirs_gradient']",efficientnet_b0,False,[128],0.2,5e-05,8,False,0,10,0.2,42,"[0.019244488027538652, 0.01043274580004895, 0.009079526270800662, 0.00877668281982296, 0.008800436209922081, 0.008546118116197743, 0.008618676625018086, 0.00820081046103526, 0.007716353310089315, 0.008292810922645241]","[9.855556895772217, 2.726509960257073, 6.019521301369002, 17.371155246994945, 17.503889925341788, 9.19313294650403, 8.955713392461218, 8.028093969233945, 6.086525148809401, 38.05773864535671]",2,2.726509960257073,
2025-03-17 20:46:04,"['sg2019', 'sg2023']",1338,"['sentinel_rgb', 'sentinel_ndvi', 'sentinel_built_up', 'sentinel_nir', 'sentinel_swir1', 'sentinel_swir2', 'viirs_nightlights', 'viirs_gradient']",convnext_tiny,True,[128],0.2,0.0001,8,False,0,10,0.2,42,"[0.015800872725373675, 0.008865450492355032, 0.007740076893296476, 0.008845818173314366, 0.0065111705902789795, 0.006478317613739555, 0.0066661384918457155, 0.005759838981136123, 0.005853194308197387, 0.005473320928585028]","[0.0070795470105011514, 0.007938234048631431, 0.006535181431655786, 0.006455309848898827, 0.00521299780916367, 0.005373252308996978, 0.005973411835174062, 0.004854209095573247, 0.005271603259494278, 0.0049805446291592585]",8,0.0048542090955732,
2025-03-17 20:59:51,"['sg2019', 'sg2023']",1338,"['sentinel_rgb', 'sentinel_ndvi', 'sentinel_built_up', 'sentinel_nir', 'sentinel_swir1', 'sentinel_swir2', 'viirs_nightlights', 'viirs_gradient']",convnext_tiny,True,[128],0.2,5e-05,8,False,0,10,0.2,42,"[0.016284760531629916, 0.009412445252430495, 0.008023111154020669, 0.007001658865015641, 0.007254576592523361, 0.00669960593978796, 0.006406880096123319, 0.005720382220346794, 0.005631506753319474, 0.004749903226462759]","[0.008177158707725023, 0.0060915959123244035, 0.005981863288681453, 0.006807424697969387, 0.005713472677978562, 0.0063080244433524005, 0.004991105312842931, 0.005205769425452645, 0.0055411737863975226, 0.0052499249021508805]",7,0.0049911053128429,
2025-03-17 21:12:53,"['sg2019', 'sg2023']",1338,"['sentinel_rgb', 'sentinel_ndvi', 'sentinel_built_up', 'sentinel_nir', 'sentinel_swir1', 'sentinel_swir2', 'viirs_nightlights', 'viirs_gradient']",convnext_tiny,False,[128],0.2,0.0001,8,False,0,10,0.2,42,"[0.025725416452667422, 0.01029781223509774, 0.010479053062012541, 0.010092857505290586, 0.008903602903238802, 0.008472266173529848, 0.008480132909961672, 0.0075483305484195734, 0.008176729704523197, 0.007889983185923823]","[0.0067149114051361135, 0.007019352317273395, 0.007013543936382256, 0.0070449573425715095, 0.006838444669022044, 0.007811396535652787, 0.006024920193951076, 0.005983673244603535, 0.005110539871254074, 0.005247332541438848]",9,0.005110539871254,
2025-03-17 21:26:07,"['sg2019', 'sg2023']",1338,"['sentinel_rgb', 'sentinel_ndvi', 'sentinel_built_up', 'sentinel_nir', 'sentinel_swir1', 'sentinel_swir2', 'viirs_nightlights', 'viirs_gradient']",convnext_tiny,False,[128],0.2,5e-05,8,False,0,10,0.2,42,"[0.018179735188833743, 0.011900908321525171, 0.010569156070944863, 0.009935611768442893, 0.010163103218112037, 0.010747198943292426, 0.009659848988891762, 0.009419178369968572, 0.009392424292479442, 0.009748263661445022]","[0.011791012076132777, 0.00669902228444481, 0.006688972528495673, 0.005917782853565999, 0.00585245546440024, 0.006109301553371905, 0.005265390128592279, 0.006617224479872567, 0.006613435376602322, 0.006029377965979389]",7,0.0052653901285922,
2025-03-18 09:44:43,"['sg2019', 'sg2023']",1338,"['sentinel_rgb', 'sentinel_ndvi', 'sentinel_built_up', 'sentinel_nir', 'sentinel_swir1', 'sentinel_swir2', 'viirs_nightlights', 'viirs_gradient']",resnet18,True,[128],0.2,0.001,8,False,0,10,0.2,42,"[0.03226254634976944, 0.012448833068989426, 0.009489233075493129, 0.008918282948434353, 0.008654924042775321, 0.008066260824241092, 0.007555839012020102, 0.007073315658615293, 0.007286745475204749, 0.007370479780501712]","[0.00909496104316925, 0.006583586998923279, 0.005747407292530163, 0.007853982601759594, 0.0051155650863118135, 0.008258923790904123, 0.005166140864533719, 0.005143447511537529, 0.013342427965531598, 0.010301040763508029]",5,0.0051155650863118,
2025-03-18 09:50:33,"['sg2019', 'sg2023']",1338,"['sentinel_rgb', 'sentinel_ndvi', 'sentinel_built_up', 'sentinel_nir', 'sentinel_swir1', 'sentinel_swir2', 'viirs_nightlights', 'viirs_gradient']",resnet18,True,[128],0.2,0.0001,8,False,0,10,0.2,42,"[0.031017327907486496, 0.012975855648656873, 0.009439565425860547, 0.0074424676183680784, 0.006282271069222104, 0.0063510702130880866, 0.006388261378525156, 0.005692767448914803, 0.005196980373046108, 0.00504135751104522]","[0.014649017929419209, 0.008319170989179567, 0.006534316243409221, 0.006337568751161001, 0.006413581642085936, 0.006317833188309598, 0.0054876258138066795, 0.007084994097309771, 0.005464703445809323, 0.005187320394385884]",10,0.0051873203943858,
2025-03-18 09:55:24,"['sg2019', 'sg2023']",1338,"['sentinel_rgb', 'sentinel_ndvi', 'sentinel_built_up', 'sentinel_nir', 'sentinel_swir1', 'sentinel_swir2', 'viirs_nightlights', 'viirs_gradient']",resnet18,True,[128],0.2,5e-05,8,False,0,10,0.2,42,"[0.02427432112326132, 0.013147725898633215, 0.010464653702644267, 0.007394987930517609, 0.00621885410771122, 0.006042853064473858, 0.005704344348616411, 0.005006455282994033, 0.004869483684180913, 0.004516468025204316]","[0.012408425308652778, 0.010622618316825646, 0.008707491298720463, 0.0068713990804642, 0.006204350955728719, 0.007680724785009872, 0.005709169585424573, 0.005313371447151277, 0.005783789561811223, 0.005157452061035629]",10,0.0051574520610356,
2025-03-18 09:59:35,"['sg2019', 'sg2023']",1338,"['sentinel_rgb', 'sentinel_ndvi', 'sentinel_built_up', 'sentinel_nir', 'sentinel_swir1', 'sentinel_swir2', 'viirs_nightlights', 'viirs_gradient']",resnet18,True,"[128, 64]",0.2,0.001,8,False,0,10,0.2,42,"[0.02112622230931699, 0.010628815077105972, 0.00972523745323453, 0.008480237043140647, 0.008584548485961473, 0.007213157504170297, 0.007140099391271578, 0.006513154347836275, 0.00674728104566163, 0.005723453775291967]","[0.009643224179188706, 0.00685063992460161, 0.01329526085573346, 0.008073333171265783, 0.010497331223103092, 0.008313941182012655, 0.011426183513240583, 0.010568181859023536, 0.006554350927611118, 0.007173132816843911]",9,0.0065543509276111,
2025-03-18 10:04:01,"['sg2019', 'sg2023']",1338,"['sentinel_rgb', 'sentinel_ndvi', 'sentinel_built_up', 'sentinel_nir', 'sentinel_swir1', 'sentinel_swir2', 'viirs_nightlights', 'viirs_gradient']",resnet18,True,"[128, 64]",0.2,0.0001,8,False,0,10,0.2,42,"[0.016428776518833413, 0.010180402889186256, 0.008451274530004676, 0.0080634424715329, 0.007486565499000739, 0.0067573672425976705, 0.005421112207739362, 0.0058926324464520004, 0.005009699240762079, 0.005070270499580096]","[0.006712867252862275, 0.006265701117939246, 0.0070030280326340184, 0.005354198062472713, 0.007891037369341547, 0.007945168744286161, 0.005815987409189788, 0.005346334045891886, 0.00878607542184529, 0.007362942249555864]",8,0.0053463340458918,
2025-03-18 10:08:13,"['sg2019', 'sg2023']",1338,"['sentinel_rgb', 'sentinel_ndvi', 'sentinel_built_up', 'sentinel_nir', 'sentinel_swir1', 'sentinel_swir2', 'viirs_nightlights', 'viirs_gradient']",resnet18,True,"[128, 64]",0.2,5e-05,8,False,0,10,0.2,42,"[0.028964148176329158, 0.01643858713176206, 0.01406148572704781, 0.012305649141041196, 0.012142399930020916, 0.010143633994543664, 0.00885225014987393, 0.008651743636022662, 0.00943473846277344, 0.008795578467059079]","[0.008317883390544066, 0.008003281432885066, 0.008193499026403053, 0.006967704239259682, 0.008401390415296625, 0.006313564763195924, 0.006314305477400324, 0.00836425202155013, 0.008942643097087519, 0.007150646641419561]",6,0.0063135647631959,
2025-03-18 10:12:47,"['sg2019', 'sg2023']",1338,"['sentinel_rgb', 'sentinel_ndvi', 'sentinel_built_up', 'sentinel_nir', 'sentinel_swir1', 'sentinel_swir2', 'viirs_nightlights', 'viirs_gradient']",resnet18,True,"[256, 128, 64]",0.2,0.001,8,False,0,10,0.2,42,"[0.02270082110869829, 0.01305844949941351, 0.011213603727171353, 0.008540714689678399, 0.008570723066750531, 0.007471599058187175, 0.006835829004836835, 0.00636234355994683, 0.0072767044582935135, 0.006870825347168563]","[0.0760813112745979, 0.013856851885011836, 0.015297467069728161, 0.006963297429341656, 0.00689850963735536, 0.006245745978415457, 0.00546607638208835, 0.006854427568336476, 0.005772045538969227, 0.008765396778471768]",7,0.0054660763820883,
2025-03-18 10:17:10,"['sg2019', 'sg2023']",1338,"['sentinel_rgb', 'sentinel_ndvi', 'sentinel_built_up', 'sentinel_nir', 'sentinel_swir1', 'sentinel_swir2', 'viirs_nightlights', 'viirs_gradient']",resnet18,True,"[256, 128, 64]",0.2,0.0001,8,False,0,10,0.2,42,"[0.020051312462261345, 0.010826519497226331, 0.009421307503933383, 0.008353939738176833, 0.007708451756772316, 0.006676131486022305, 0.006413474320390514, 0.006052249193487463, 0.006145273782225831, 0.006036140807582257]","[0.007954470827174721, 0.007158558655863822, 0.005574411014094949, 0.005273064442062334, 0.005593487402118409, 0.005521921500035409, 0.008396110142956473, 0.006117237412106635, 0.0048110571676003395, 0.007711665989803289]",9,0.0048110571676003,
2025-03-18 10:21:50,"['sg2019', 'sg2023']",1338,"['sentinel_rgb', 'sentinel_ndvi', 'sentinel_built_up', 'sentinel_nir', 'sentinel_swir1', 'sentinel_swir2', 'viirs_nightlights', 'viirs_gradient']",resnet18,True,"[256, 128, 64]",0.2,5e-05,8,False,0,10,0.2,42,"[0.020817194061318985, 0.01027225188249461, 0.008658866034211399, 0.007913296835531837, 0.007530727594324918, 0.006225899479865471, 0.006364539396627066, 0.005766427058239128, 0.005947607813977471, 0.00543814974697742]","[0.008157318979223718, 0.005567869869992137, 0.008615464618457342, 0.00539754471505311, 0.006324075176311073, 0.005265452516779526, 0.005115621226297608, 0.008571118906960447, 0.005217787592477207, 0.005638978934026698]",7,0.0051156212262976,
2025-03-18 10:34:29,"['sg2019', 'sg2023']",1338,"['sentinel_rgb', 'sentinel_ndvi', 'sentinel_built_up', 'sentinel_nir', 'sentinel_swir1', 'sentinel_swir2', 'viirs_nightlights', 'viirs_gradient']",resnet50,True,[128],0.2,0.001,8,False,0,10,0.2,42,"[0.04784325219812655, 0.014533859590573288, 0.012720253527442986, 0.010978742755044287, 0.011281163611440598, 0.009359239595376443, 0.008954928590802946, 0.00866453709128687, 0.007956971696395183, 0.007270269737378737]","[0.027627960250560028, 0.010279627092905454, 0.007494662978700293, 0.007658214176268275, 0.010386739051275289, 0.009790016049797188, 0.012304203021826584, 0.007172327947371931, 0.005409814962950438, 0.004510245553509735]",10,0.0045102455535097,
2025-03-18 10:47:34,"['sg2019', 'sg2023']",1338,"['sentinel_rgb', 'sentinel_ndvi', 'sentinel_built_up', 'sentinel_nir', 'sentinel_swir1', 'sentinel_swir2', 'viirs_nightlights', 'viirs_gradient']",resnet50,True,[128],0.2,0.0001,8,False,0,10,0.2,42,"[0.018055260395544153, 0.00965196587772013, 0.008244251631304761, 0.006911832956318683, 0.006112211671109511, 0.00623946802029125, 0.004727394818807038, 0.005367277978667032, 0.003977957040846139, 0.004405258920165562]","[0.00872253584188979, 0.012712088516920305, 0.005712458290465509, 0.005167724394392389, 0.00782286802501376, 0.005640718182409877, 0.005898308205251485, 0.005237047477110998, 0.004315062648436027, 0.004606806111883428]",9,0.004315062648436,
2025-03-18 11:01:13,"['sg2019', 'sg2023']",1338,"['sentinel_rgb', 'sentinel_ndvi', 'sentinel_built_up', 'sentinel_nir', 'sentinel_swir1', 'sentinel_swir2', 'viirs_nightlights', 'viirs_gradient']",resnet50,True,[128],0.2,5e-05,8,False,0,10,0.2,42,"[0.01751245622845175, 0.007646185388597094, 0.007379574356513602, 0.00625209867623504, 0.0061866867643232655, 0.005554448831478291, 0.005050071153058627, 0.005172365862510611, 0.005033980219442153, 0.0045289614725266105]","[0.007314546928574234, 0.008383347437397312, 0.006689987687477425, 0.00610195076850646, 0.005964725007261358, 0.005875210833749664, 0.005751990661921619, 0.00541493010971306, 0.00551684197983635, 0.005129479754493752]",10,0.0051294797544937,
2025-03-18 11:16:33,"['sg2019', 'sg2023']",1338,"['sentinel_rgb', 'sentinel_ndvi', 'sentinel_built_up', 'sentinel_nir', 'sentinel_swir1', 'sentinel_swir2', 'viirs_nightlights', 'viirs_gradient']",resnet50,True,"[128, 64]",0.2,0.001,8,False,0,10,0.2,42,"[0.03456054630854698, 0.01836467338638885, 0.01695985137441448, 0.013980080124652274, 0.01271571943484177, 0.01272638058899162, 0.011135431440877858, 0.009561348310454148, 0.010881690060389098, 0.008291503264803752]","[27.424365435073625, 0.06690814309934182, 13.059002335350126, 3.3190769678843557, 0.18952254392901685, 18.387083594450978, 0.8782744549923757, 0.20938206258327213, 0.09894535822599236, 0.18918579122496407]",2,0.0669081430993418,
2025-03-18 11:32:01,"['sg2019', 'sg2023']",1338,"['sentinel_rgb', 'sentinel_ndvi', 'sentinel_built_up', 'sentinel_nir', 'sentinel_swir1', 'sentinel_swir2', 'viirs_nightlights', 'viirs_gradient']",resnet50,True,"[128, 64]",0.2,0.0001,8,False,0,10,0.2,42,"[0.028460875618332458, 0.015646022909851832, 0.013835701599247126, 0.01254230012647181, 0.011679980037820952, 0.010931601540716452, 0.01008402290449382, 0.010523244593222843, 0.008459022081518006, 0.007988362178798312]","[0.016255644622689754, 0.00808413822634785, 0.006243359478218342, 0.007565963088965683, 0.010041699042793974, 0.007917850848231742, 0.007858164424299081, 0.0072399783730089885, 0.006700259586448656, 0.0065376730948519795]",3,0.0062433594782183,
2025-03-18 11:43:36,"['sg2019', 'sg2023']",1338,"['sentinel_rgb', 'sentinel_ndvi', 'sentinel_built_up', 'sentinel_nir', 'sentinel_swir1', 'sentinel_swir2', 'viirs_nightlights', 'viirs_gradient']",resnet50,True,"[128, 64]",0.2,5e-05,8,False,0,10,0.2,42,"[0.034630686633079964, 0.01682420630860969, 0.015026207024962684, 0.014093009516527163, 0.013467606672773434, 0.012078870253237051, 0.01201871893777747, 0.011778500409814242, 0.011098821189637497, 0.010734934517765575]","[0.005927238118167578, 0.006408020721943076, 0.0067538379955647595, 0.005526794919938739, 0.005640272506331997, 0.006294549248222985, 0.0048717578191921785, 0.010439274783955137, 0.007338392989598771, 0.0052812326518790935]",7,0.0048717578191921,
2025-03-18 11:54:53,"['sg2019', 'sg2023']",1338,"['sentinel_rgb', 'sentinel_ndvi', 'sentinel_built_up', 'sentinel_nir', 'sentinel_swir1', 'sentinel_swir2', 'viirs_nightlights', 'viirs_gradient']",resnet50,True,"[256, 128, 64]",0.2,0.001,8,False,0,10,0.2,42,"[0.02067442078482812, 0.013932258016038163, 0.010064643431698607, 0.008730687473891913, 0.0067541854064389365, 0.007027995744807141, 0.006297724747107687, 0.006650891696390148, 0.00646011078486515, 0.005787896964629398]","[0.09596578326465478, 1.6139367451863502, 0.1529178645100389, 0.013508751818131822, 0.027128362729311434, 0.02563403907871402, 0.012653037971719655, 0.006622457042781275, 0.09734415226101653, 0.005524312590818797]",10,0.0055243125908187,
2025-03-18 12:05:30,"['sg2019', 'sg2023']",1338,"['sentinel_rgb', 'sentinel_ndvi', 'sentinel_built_up', 'sentinel_nir', 'sentinel_swir1', 'sentinel_swir2', 'viirs_nightlights', 'viirs_gradient']",resnet50,True,"[256, 128, 64]",0.2,0.0001,8,False,0,10,0.2,42,"[0.01954256666946077, 0.01103015239481057, 0.010335496685981193, 0.008948709836630063, 0.007783295678531873, 0.007035960112567817, 0.006578805208832861, 0.005649267222784529, 0.005811751710477276, 0.005576658453879373]","[0.009406797726874921, 0.0055812711639802405, 0.007251333160353686, 0.006014555245255635, 0.004563957579614622, 0.004987507613737192, 0.006354231550705744, 0.005440453609535054, 0.008492356680556019, 0.004948442515138703]",5,0.0045639575796146,
2025-03-18 12:15:40,"['sg2019', 'sg2023']",1338,"['sentinel_rgb', 'sentinel_ndvi', 'sentinel_built_up', 'sentinel_nir', 'sentinel_swir1', 'sentinel_swir2', 'viirs_nightlights', 'viirs_gradient']",resnet50,True,"[256, 128, 64]",0.2,5e-05,8,False,0,10,0.2,42,"[0.02670132557678724, 0.01151432188871865, 0.009963855750545442, 0.008708914496422372, 0.007983173628416017, 0.00748463466667753, 0.007148196232270136, 0.006223683988362133, 0.0066284933710627466, 0.006211821409377539]","[0.006466455813219298, 0.005202521504000274, 0.00508594731174743, 0.005291473148251648, 0.008142569964167788, 0.006240162279095445, 0.004635855982969723, 0.004941038457231957, 0.004807263291301901, 0.009866699656304805]",7,0.0046358559829697,
