threshold,percent_cells_labelled,num_cells_labelled,spatial_autocorr,confidence_interval,year
30.0,6.852599697122665,543,"{'I': np.float64(0.8853456577920813), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.39916064539960183), 'upper': np.float64(0.41589241535439714), 'width': np.float64(0.016731769954795306)}",2016
30.263157894736842,6.814740030287733,540,"{'I': np.float64(0.8835974924369264), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.39899056968206975), 'upper': np.float64(0.415710783779707), 'width': np.float64(0.016720214097637243)}",2016
30.526315789473685,6.802120141342756,539,"{'I': np.float64(0.8842491286026494), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.3990160900266461), 'upper': np.float64(0.41576665790851514), 'width': np.float64(0.016750567881869016)}",2016
30.789473684210527,6.7895002523977785,538,"{'I': np.float64(0.8842650953110184), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.3991620180997761), 'upper': np.float64(0.415932593012654), 'width': np.float64(0.016770574912877922)}",2016
31.05263157894737,6.776880363452801,537,"{'I': np.float64(0.8841245182195225), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.39938869300259855), 'upper': np.float64(0.4161661644952604), 'width': np.float64(0.016777471492661844)}",2016
31.31578947368421,6.751640585562847,535,"{'I': np.float64(0.8840435485237255), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.39972309466558653), 'upper': np.float64(0.4165322791690885), 'width': np.float64(0.016809184503501995)}",2016
31.57894736842105,6.73902069661787,534,"{'I': np.float64(0.8841051163664608), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.39971473185870104), 'upper': np.float64(0.41655547025114364), 'width': np.float64(0.0168407383924426)}",2016
31.842105263157894,6.713780918727916,532,"{'I': np.float64(0.8841144042471403), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.3998882202862803), 'upper': np.float64(0.4167831507377073), 'width': np.float64(0.01689493045142698)}",2016
32.10526315789474,6.663301362948006,528,"{'I': np.float64(0.8922876111000473), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.39937088289755074), 'upper': np.float64(0.4162687097017165), 'width': np.float64(0.01689782680416574)}",2016
32.368421052631575,6.638061585058051,526,"{'I': np.float64(0.8914445109418708), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.39921511074042626), 'upper': np.float64(0.4161054571145024), 'width': np.float64(0.01689034637407616)}",2016
32.63157894736842,6.625441696113074,525,"{'I': np.float64(0.9023384349232916), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.398861155615661), 'upper': np.float64(0.41572130486969733), 'width': np.float64(0.01686014925403634)}",2016
32.89473684210526,6.625441696113074,525,"{'I': np.float64(0.9023384349232916), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.398861155615661), 'upper': np.float64(0.41572130486969733), 'width': np.float64(0.01686014925403634)}",2016
33.1578947368421,6.60020191822312,523,"{'I': np.float64(0.902344731978201), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.39865866673100775), 'upper': np.float64(0.41557561446982877), 'width': np.float64(0.01691694773882102)}",2016
33.421052631578945,6.60020191822312,523,"{'I': np.float64(0.902344731978201), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.39865866673100775), 'upper': np.float64(0.41557561446982877), 'width': np.float64(0.01691694773882102)}",2016
33.68421052631579,6.574962140333166,521,"{'I': np.float64(0.9036343686475315), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.3982153813976108), 'upper': np.float64(0.4151494574881539), 'width': np.float64(0.016934076090543093)}",2016
33.94736842105263,6.5371024734982335,518,"{'I': np.float64(0.9037408386262511), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.39852770728279047), 'upper': np.float64(0.4155396944508553), 'width': np.float64(0.017011987168064846)}",2016
34.21052631578947,6.486622917718324,514,"{'I': np.float64(0.9024406004296246), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.3978212096160706), 'upper': np.float64(0.41486122545483006), 'width': np.float64(0.01704001583875947)}",2016
34.473684210526315,6.461383139828369,512,"{'I': np.float64(0.9022725485502454), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.3976091385721633), 'upper': np.float64(0.41458194782358004), 'width': np.float64(0.016972809251416754)}",2016
34.73684210526316,6.448763250883392,511,"{'I': np.float64(0.9015991162914061), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.39733627568850816), 'upper': np.float64(0.41430835783915265), 'width': np.float64(0.016972082150644496)}",2016
35.0,6.436143361938415,510,"{'I': np.float64(0.901608143128185), 'p_value': np.float64(0.001)}","{'lower': np.float64(0.397284512699127), 'upper': np.float64(0.4142894160255902), 'width': np.float64(0.017004903326463205)}",2016
