hv000,hv001,hv005,wealth_index
SN8,13.0,2665642.0,-1.3557889637111291
SN8,13.0,2665642.0,-0.9017138512605629
SN8,13.0,2665642.0,-1.0917943719361176
SN8,13.0,2665642.0,-1.3854894744420856
SN8,13.0,2665642.0,0.1775918146880217
SN8,13.0,2665642.0,-1.2530836871332478
SN8,13.0,2665642.0,-0.24239511311629136
SN8,13.0,2665642.0,-0.8318023419357629
SN8,13.0,2665642.0,-1.125878214963535
SN8,14.0,1247872.0,-1.6065217768006097
SN8,14.0,1247872.0,-0.97115034063101
SN8,14.0,1247872.0,-1.3009883674206963
SN8,14.0,1247872.0,-1.5563275235124976
SN8,14.0,1247872.0,-0.936538065495462
SN8,14.0,1247872.0,-0.012353144434512998
SN8,14.0,1247872.0,-0.7710514164662783
SN8,14.0,1247872.0,0.3625199352171526
SN8,14.0,1247872.0,-1.9738356461342026
SN8,14.0,1247872.0,-1.026969115965042
SN8,14.0,1247872.0,-1.0889315220329687
SN8,14.0,1247872.0,-0.9819568447878715
SN8,14.0,1247872.0,-0.9910200261174051
SN8,14.0,1247872.0,-0.8105173680710575
SN8,14.0,1247872.0,-0.8327790733698548
SN8,14.0,1247872.0,-1.7121163721754191
SN8,14.0,1247872.0,-0.8457554629896263
SN8,15.0,3565729.0,-0.9878366203345883
SN8,15.0,3565729.0,-0.786725060390313
SN8,15.0,3565729.0,-0.8714134222361326
SN8,15.0,3565729.0,-0.6005939870397023
SN8,15.0,3565729.0,-0.3732009894316601
SN8,15.0,3565729.0,-1.0140970846351083
SN8,15.0,3565729.0,-0.7962678007767663
SN8,15.0,3565729.0,-0.4519485786755671
SN8,15.0,3565729.0,-0.7644271383525504
SN8,15.0,3565729.0,-0.6306515865584773
SN8,15.0,3565729.0,-0.3721433433308775
SN8,15.0,3565729.0,-0.7693432811962942
SN8,15.0,3565729.0,-1.2969835598478607
SN8,15.0,3565729.0,-0.4631097076843109
SN8,15.0,3565729.0,38.5381671630169
SN8,15.0,3565729.0,-0.6822406341881285
SN8,15.0,3565729.0,-0.20066124676710398
SN8,15.0,3565729.0,0.14527542414361672
SN8,15.0,3565729.0,-0.5006654616367139
SN8,15.0,3565729.0,-0.7882908342937723
SN8,16.0,3136550.0,-0.6839346726707144
SN8,16.0,3136550.0,-0.9378225956549335
SN8,16.0,3136550.0,-1.1507769095064992
SN8,16.0,3136550.0,-0.917756379310317
SN8,16.0,3136550.0,0.4261186426596394
SN8,16.0,3136550.0,-0.5354575233711665
SN8,16.0,3136550.0,-1.0305214756020604
SN8,16.0,3136550.0,-1.13423567609375
SN8,16.0,3136550.0,-1.1876679810235449
SN8,16.0,3136550.0,-0.5076920011662438
SN8,16.0,3136550.0,-1.926508850330839
SN8,16.0,3136550.0,-0.9462899804723743
SN8,16.0,3136550.0,-0.9250186529598209
SN8,16.0,3136550.0,-1.8727251789651118
SN8,16.0,3136550.0,-0.5737773015241168
SN8,16.0,3136550.0,-1.5674536295092056
SN8,16.0,3136550.0,-0.8979658137280963
SN8,17.0,3070248.0,-0.8975065675544776
SN8,17.0,3070248.0,-0.1334686291920356
SN8,17.0,3070248.0,-0.5229536377873557
SN8,17.0,3070248.0,-1.2865345394989833
SN8,17.0,3070248.0,-1.0599723961998115
SN8,17.0,3070248.0,-0.5108187672804918
SN8,17.0,3070248.0,-0.9116609908805092
SN8,17.0,3070248.0,-1.346906604496037
SN8,17.0,3070248.0,-0.9532276871204636
SN8,17.0,3070248.0,-1.3771139488904753
SN8,17.0,3070248.0,-0.4973991679440206
SN8,17.0,3070248.0,-1.1393725874130352
SN8,17.0,3070248.0,-0.9696751580406707
SN8,17.0,3070248.0,-0.8454624333004654
SN8,17.0,3070248.0,-0.9492697221095953
SN8,17.0,3070248.0,-0.8976912973338289
SN8,17.0,3070248.0,-0.757643883981271
SN8,17.0,3070248.0,-1.0709272171210529
SN8,17.0,3070248.0,-1.0962861449670502
SN8,17.0,3070248.0,-0.6468620982811231
SN8,17.0,3070248.0,-0.8486687836678941
SN8,17.0,3070248.0,-1.199677715963325
SN8,18.0,4557519.0,-1.2240328949539132
SN8,18.0,4557519.0,-0.9375683429070456
SN8,18.0,4557519.0,-0.8806435580013283
SN8,18.0,4557519.0,-1.016972659054494
SN8,18.0,4557519.0,-0.8579420459723319
SN8,18.0,4557519.0,-0.38667483442652467
SN8,18.0,4557519.0,-0.022446607158769893
SN8,18.0,4557519.0,-0.7097889948034588
SN8,18.0,4557519.0,-0.47058947180774174
SN8,18.0,4557519.0,-0.5456501024218986
SN8,18.0,4557519.0,-1.1003599645644935
SN8,18.0,4557519.0,0.3296767094725
SN8,18.0,4557519.0,-0.7308411854621724
SN8,18.0,4557519.0,-1.4252715203814232
SN8,18.0,4557519.0,-0.2973632529775505
SN8,18.0,4557519.0,0.726418442558066
SN8,18.0,4557519.0,0.47328928731570274
SN8,18.0,4557519.0,-0.8578155704427487
SN8,18.0,4557519.0,-0.7045601850001473
SN8,18.0,4557519.0,-0.7338603785098186
SN8,18.0,4557519.0,0.30430503220194544
SN8,18.0,4557519.0,-0.6566012204187496
SN8,19.0,3312219.0,-1.2462060321344044
SN8,19.0,3312219.0,-0.881474589680332
SN8,19.0,3312219.0,-0.7214179828230705
SN8,19.0,3312219.0,-0.9197375667257158
SN8,19.0,3312219.0,-0.623624807067351
SN8,19.0,3312219.0,-0.4381514972161759
SN8,19.0,3312219.0,-0.7640265208571748
SN8,19.0,3312219.0,-0.6485035024306871
SN8,19.0,3312219.0,-0.9880268924459158
SN8,19.0,3312219.0,-0.7670181304989188
SN8,19.0,3312219.0,-0.7053351604030828
SN8,19.0,3312219.0,-0.5463276570656982
SN8,19.0,3312219.0,-0.6314535272952477
SN8,19.0,3312219.0,0.08378189361351097
SN8,19.0,3312219.0,-1.23020797276958
SN8,19.0,3312219.0,-0.5646788111260514
SN8,19.0,3312219.0,-1.0698019158244174
SN8,19.0,3312219.0,-0.9651283089170681
SN8,19.0,3312219.0,-0.7942590173634839
SN8,19.0,3312219.0,-0.5733878557284469
SN8,19.0,3312219.0,-1.0289023531099653
SN8,19.0,3312219.0,-0.4625220710911241
SN8,20.0,1971429.0,-0.010776417783394773
SN8,20.0,1971429.0,-0.15775553557121794
SN8,20.0,1971429.0,0.12662431089596837
SN8,20.0,1971429.0,-0.8277491962755958
SN8,20.0,1971429.0,-1.2490472629987486
SN8,20.0,1971429.0,-1.5698261561455253
SN8,20.0,1971429.0,-1.483928305574269
SN8,20.0,1971429.0,-1.7838092412918258
SN8,20.0,1971429.0,-2.327318614726144
SN8,20.0,1971429.0,-1.2385340623638903
SN8,20.0,1971429.0,-0.22474957136528673
SN8,20.0,1971429.0,-0.7969250186306256
SN8,20.0,1971429.0,-0.7987241873392604
SN8,20.0,1971429.0,-0.6693953132984778
SN8,20.0,1971429.0,-0.3063420367726633
SN8,20.0,1971429.0,-0.7206060748520031
SN8,20.0,1971429.0,-0.5685540862726544
SN8,20.0,1971429.0,-0.6316332359792522
SN8,20.0,1971429.0,0.5417395539193267
SN8,21.0,2211132.0,-1.5212537751330426
SN8,21.0,2211132.0,-0.21840002682216375
SN8,21.0,2211132.0,-0.9616193832981429
SN8,21.0,2211132.0,-1.5301874413610335
SN8,21.0,2211132.0,-0.38052786552102386
SN8,21.0,2211132.0,-0.9996221189500416
SN8,21.0,2211132.0,-0.6101224602093577
SN8,21.0,2211132.0,-0.31010492849275545
SN8,21.0,2211132.0,0.4860528508671972
SN8,21.0,2211132.0,-0.5532198528938889
SN8,21.0,2211132.0,-0.7952589158928273
SN8,21.0,2211132.0,-0.36619453379134664
SN8,21.0,2211132.0,0.7252495600127998
SN8,21.0,2211132.0,-0.6403653881928351
SN8,21.0,2211132.0,-1.2692284923227706
SN8,21.0,2211132.0,-0.1536348949069431
SN8,21.0,2211132.0,-1.3968969513009761
SN8,21.0,2211132.0,-0.6652525497546897
SN8,21.0,2211132.0,-0.2746792080090095
SN8,21.0,2211132.0,-1.3854571939224507
SN8,21.0,2211132.0,-0.6503734459029931
SN8,21.0,2211132.0,-1.7828367084761072
SN8,22.0,2459372.0,-1.629033239966355
SN8,22.0,2459372.0,-0.4437154576643762
SN8,22.0,2459372.0,0.05760446677519639
SN8,22.0,2459372.0,-0.4975766875893018
SN8,22.0,2459372.0,-0.8269570108498047
SN8,22.0,2459372.0,0.3527137169118879
SN8,22.0,2459372.0,-1.1611219185986996
SN8,22.0,2459372.0,-0.9751300382644092
SN8,22.0,2459372.0,-1.0843389390297549
SN8,22.0,2459372.0,-1.248411302711697
SN8,22.0,2459372.0,-0.07381833879705199
SN8,22.0,2459372.0,-0.729637981080265
SN8,22.0,2459372.0,-0.055923086463745095
SN8,22.0,2459372.0,0.9847671221757103
SN8,22.0,2459372.0,0.3385229876620618
SN8,22.0,2459372.0,-1.058992392753286
SN8,22.0,2459372.0,-1.3314282647125735
SN8,22.0,2459372.0,-0.9672143847081243
SN8,22.0,2459372.0,-1.1241969392774203
SN8,22.0,2459372.0,-0.7199636496223619
SN8,22.0,2459372.0,-1.1033238540423906
SN8,22.0,2459372.0,-0.9358500042714095
SN8,23.0,2587528.0,-1.1867909758117587
SN8,23.0,2587528.0,-0.2777567739684968
SN8,23.0,2587528.0,-0.7936703358672444
SN8,23.0,2587528.0,-0.73424256269161
SN8,23.0,2587528.0,-0.43849942827597804
SN8,23.0,2587528.0,-0.9316945731469038
SN8,23.0,2587528.0,-0.8415035236674464
SN8,23.0,2587528.0,-1.0124875162158307
SN8,23.0,2587528.0,-0.8517443747224368
SN8,23.0,2587528.0,-0.35070033787175714
SN8,23.0,2587528.0,-1.0157239544159198
SN8,23.0,2587528.0,-0.9431906766420796
SN8,23.0,2587528.0,-0.6366301703047887
SN8,23.0,2587528.0,-1.0060452658689059
SN8,23.0,2587528.0,-0.151650597818799
SN8,23.0,2587528.0,0.23868941633743274
SN8,23.0,2587528.0,-0.33441542485715253
SN8,23.0,2587528.0,-1.5525573475978862
SN8,23.0,2587528.0,0.06610389706577417
SN8,23.0,2587528.0,-0.960576929968816
SN8,23.0,2587528.0,-0.736096422255578
SN8,23.0,2587528.0,-1.1939679878127278
SN8,24.0,4117156.0,0.5156108913995296
SN8,24.0,4117156.0,-1.1141829277889392
SN8,24.0,4117156.0,-0.007542211207967581
SN8,24.0,4117156.0,-0.7523070614510606
SN8,24.0,4117156.0,-1.1235093666627252
SN8,24.0,4117156.0,-0.6202896865262726
SN8,24.0,4117156.0,-0.7243516612674495
SN8,24.0,4117156.0,-0.05677371910785023
SN8,24.0,4117156.0,-0.34705992740680525
SN8,24.0,4117156.0,-0.6288361031765163
SN8,24.0,4117156.0,0.39976895497565784
SN8,24.0,4117156.0,-0.02505255161339981
SN8,24.0,4117156.0,-0.14731875975245848
SN8,24.0,4117156.0,0.4307912726482084
SN8,24.0,4117156.0,-0.14173291917682415
SN8,24.0,4117156.0,0.1306721760646494
SN8,24.0,4117156.0,0.23754689566500556
SN8,24.0,4117156.0,0.0910988837256882
SN8,24.0,4117156.0,-0.6220713321078136
SN8,24.0,4117156.0,0.07419887818014503
SN8,24.0,4117156.0,-0.32921523890457116
SN8,24.0,4117156.0,0.3760242353148183
SN8,25.0,3115686.0,-0.34116142679778594
SN8,25.0,3115686.0,-1.4205882776997865
SN8,25.0,3115686.0,-0.7370617801135313
SN8,25.0,3115686.0,-1.2094800257250056
SN8,25.0,3115686.0,-0.9107801738773782
SN8,25.0,3115686.0,0.15392703588032322
SN8,25.0,3115686.0,-0.03679048127200528
SN8,25.0,3115686.0,-0.9415277038669557
SN8,25.0,3115686.0,-1.1519048536500718
SN8,25.0,3115686.0,-0.4053477177140058
SN8,25.0,3115686.0,-0.24044433251224848
SN8,25.0,3115686.0,-1.0506406431607047
SN8,25.0,3115686.0,-0.5281587484881171
SN8,25.0,3115686.0,-0.6801240268883683
SN8,25.0,3115686.0,-0.40249775558260964
SN8,25.0,3115686.0,-0.04333309685612971
SN8,25.0,3115686.0,-0.17044186254582464
SN8,25.0,3115686.0,-1.277263252928531
SN8,25.0,3115686.0,0.18462333324309238
SN8,25.0,3115686.0,-0.6140379939930131
SN8,25.0,3115686.0,-0.9278362065461472
SN8,25.0,3115686.0,-0.9520420743842529
SN8,26.0,4078035.0,-0.21674462416298115
SN8,26.0,4078035.0,-0.970761793698632
SN8,26.0,4078035.0,-0.0068086816526778116
SN8,26.0,4078035.0,-0.8475306566156227
SN8,26.0,4078035.0,-0.6686693270190411
SN8,26.0,4078035.0,-0.977647435959248
SN8,26.0,4078035.0,-0.9152229958221526
SN8,26.0,4078035.0,-0.8663518894686156
SN8,26.0,4078035.0,-0.7542707103445506
SN8,26.0,4078035.0,1.476359943147337
SN8,26.0,4078035.0,-0.5640313526825702
SN8,26.0,4078035.0,-0.8099801195850518
SN8,26.0,4078035.0,-0.2696292698754427
SN8,26.0,4078035.0,-0.6346115922644334
SN8,26.0,4078035.0,-1.0321665913449358
SN8,26.0,4078035.0,-0.704995346250419
SN8,26.0,4078035.0,0.0029983196795539515
SN8,26.0,4078035.0,-1.0507256005941588
SN8,26.0,4078035.0,-1.0546590599998367
SN8,26.0,4078035.0,-0.7551703937287988
SN8,26.0,4078035.0,-0.0005799486482674088
SN8,26.0,4078035.0,-0.8862551376735646
SN8,27.0,1233292.0,-1.518042066900313
SN8,27.0,1233292.0,-1.3855517097284418
SN8,27.0,1233292.0,-0.03049059807234518
SN8,27.0,1233292.0,-1.3186219725897605
SN8,27.0,1233292.0,-0.9919087176310547
SN8,27.0,1233292.0,-1.5134137537291117
SN8,27.0,1233292.0,-1.2747076416788483
SN8,27.0,1233292.0,-0.972305589575692
SN8,27.0,1233292.0,-1.0557730646028387
SN8,27.0,1233292.0,-1.4908531870740036
SN8,27.0,1233292.0,-1.3889645103167285
SN8,27.0,1233292.0,0.619212362778891
SN8,27.0,1233292.0,-1.1543920548834201
SN8,27.0,1233292.0,-0.04062919372094038
SN8,27.0,1233292.0,0.33929598224795166
SN8,27.0,1233292.0,0.30471870488190117
SN8,27.0,1233292.0,-0.5701516965719435
SN8,27.0,1233292.0,-0.9992773920296908
SN8,27.0,1233292.0,-0.07054807151603816
SN8,27.0,1233292.0,-0.43751543547898264
SN8,27.0,1233292.0,-1.248115189442074
SN8,27.0,1233292.0,-0.25751060259934816
SN8,28.0,3746241.0,-1.1952398844288814
SN8,28.0,3746241.0,-0.30814692616483497
SN8,28.0,3746241.0,-1.5838625626531446
SN8,28.0,3746241.0,-1.2308426357161566
SN8,28.0,3746241.0,-1.2034786338567112
SN8,28.0,3746241.0,0.007699107419688332
SN8,28.0,3746241.0,-0.7959284643818827
SN8,28.0,3746241.0,-1.0129225748494282
SN8,28.0,3746241.0,-1.3154390893193568
SN8,28.0,3746241.0,-0.7873297495391645
SN8,28.0,3746241.0,-0.8415331575092844
SN8,28.0,3746241.0,-0.478832548825858
SN8,28.0,3746241.0,-0.9563627318452542
SN8,28.0,3746241.0,-0.8687218259302456
SN8,28.0,3746241.0,-0.44739269283364536
SN8,28.0,3746241.0,-0.8337772638015721
SN8,28.0,3746241.0,-0.6064703104081108
SN8,28.0,3746241.0,-1.0577298985580739
SN8,28.0,3746241.0,0.3456737162728706
SN8,28.0,3746241.0,-0.11274005196923509
SN8,28.0,3746241.0,-0.8893523561862958
SN8,28.0,3746241.0,-0.42859501552857365
SN8,29.0,7795323.0,-1.0695241386176146
SN8,29.0,7795323.0,-0.7381611529693626
SN8,29.0,7795323.0,-1.1233239440960374
SN8,29.0,7795323.0,-0.6592345391211527
SN8,29.0,7795323.0,-0.720411701143919
SN8,29.0,7795323.0,-0.7218657185659018
SN8,29.0,7795323.0,-0.9771166064373165
SN8,29.0,7795323.0,-0.784957906462097
SN8,29.0,7795323.0,-0.6552069529944492
SN8,29.0,7795323.0,-0.6920052407862199
SN8,29.0,7795323.0,-0.4916233859644099
SN8,29.0,7795323.0,-0.906818961115044
SN8,29.0,7795323.0,-0.5654878751740718
SN8,29.0,7795323.0,-1.101587329235238
